id,trait,nIV,method,mean_F,min_F,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90001511,CD25++ CD45RA- CD4 not regulatory T cell %CD4+ T cell,3,IVW,70.5310191790487,31.2667834419794,0.0714595530579899,0.0246270513107489,1.07407470678535,1.02346152364264,1.12719086072732,0.00371180424279856,0.204824106852611
ebi-a-GCST90002090,CD11c on granulocyte,3,IVW,78.1204470781442,33.9120102731566,-0.0903780698664612,0.0322590807583437,0.913585720739038,0.857609965809668,0.973214983982009,0.00508448508165817,0.257190203713876
ebi-a-GCST90001590,CD4+ T cell Absolute Count,1,Wald,47.1757481103135,47.1757481103135,0.195236670293798,0.0738454842219804,1.21559864853715,1.05179635977447,1.40491080863047,0.00819680316104234,0.355389965625194
ebi-a-GCST90001537,Central Memory CD4+ T cell Absolute Count,1,Wald,35.3816065955768,35.3816065955768,0.223023617153512,0.084355500310752,1.24985009128889,1.05938318365874,1.4745611170642,0.00819680316104236,0.355389965625194
ebi-a-GCST90001643,B cell %CD3- lymphocyte,3,IVW,39.6559670136678,33.3272698145658,-0.0736854809128509,0.0282558045045554,0.928963824752661,0.878915201295608,0.981862398587467,0.00911262372314813,0.355532605188649
ebi-a-GCST90001555,Effector Memory CD8+ T cell %CD8+ T cell,4,IVW,71.6533102938023,32.2525613801228,0.0737796583451855,0.0293865270396093,1.07656956624059,1.01631370407059,1.14039791681776,0.0120504765298866,0.355532605188649
ebi-a-GCST90001807,CD27 on Plasma Blast-Plasma Cell,1,Wald,33.0591583564273,33.0591583564273,0.222634770889488,0.089838948787062,1.24936418622761,1.04765091209901,1.48991505834786,0.0132064045445756,0.355532605188649
ebi-a-GCST90001714,BAFF-R on IgD- CD38dim B cell,1,Wald,41.5138866219303,41.5138866219303,0.189988499137435,0.0766653248993675,1.2092356903238,1.04052403112769,1.40530243512792,0.0132064045445756,0.355532605188649
ebi-a-GCST90001487,Activated CD4 regulatory T cell %CD4 regulatory T cell,3,IVW,38.6573548872175,33.1093430129973,0.0572434417936097,0.0234690878986499,1.05891356283738,1.01130748120666,1.10876064342277,0.0147239113821258,0.355532605188649
ebi-a-GCST90002117,HLA DR on HLA DR+ Natural Killer,6,IVW,98.5780432169117,30.2221817778523,-0.0701392098681915,0.0289266831323712,0.932264030519368,0.880878557444929,0.986647041473197,0.0153200478090675,0.355532605188649
