id,trait,nIV,method,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90001869,CD3 on resting CD4 regulatory T cell,37,IVW,0.0281266527717749,0.0188164041915404,1.0285259418339,0.991284700889154,1.0671662864124,0.134968147716442,0.991312533955065
ebi-a-GCST90001873,HVEM on Effector Memory CD8+ T cell,18,IVW,-0.0267938799248548,0.0179285111124148,0.973561891494866,0.939945145092752,1.00838092682263,0.135049059939956,0.991312533955065
ebi-a-GCST90001428,IgD- CD38dim B cell %B cell,26,IVW,0.020360713364954,0.0136330313804174,1.02056940666433,0.993660154029254,1.04820738719943,0.135310556143128,0.991312533955065
ebi-a-GCST90002071,SSC-A on myeloid Dendritic Cell,18,IVW,-0.0143682009627856,0.0096711678194421,0.985734529033044,0.967225427821707,1.00459782567576,0.137365415238667,0.991312533955065
ebi-a-GCST90001593,CD8+ T cell %T cell,23,IVW,0.0323852583587584,0.0219793193042396,1.03291536793963,0.989362772260635,1.07838518614161,0.140631816721993,0.991312533955065
ebi-a-GCST90001903,CD86 on myeloid Dendritic Cell,22,IVW,0.0386003769756202,0.0263262682175251,1.03935505043869,0.987085014778437,1.094392990167,0.142585506598929,0.991312533955065
ebi-a-GCST90001973,FSC-A on CD4+ T cell,25,IVW,0.0206876060888733,0.0141440039133371,1.02090307791201,0.992990043592122,1.04960074999334,0.143565520853953,0.991312533955065
ebi-a-GCST90001465,CD86+ myeloid Dendritic Cell %Dendritic Cell,23,IVW,0.0144622179713065,0.00991199972852825,1.01456730181634,0.995047005235563,1.03447053706896,0.144548159888267,0.991312533955065
ebi-a-GCST90001929,CD127 on CD28+ CD45RA+ CD8+ T cell,21,IVW,0.0415558764432131,0.0287202762900285,1.04243140758353,0.985372176428559,1.10279472620704,0.147919971939082,0.991312533955065
ebi-a-GCST90001960,CD25 on CD4+ T cell,16,IVW,0.0207311219065058,0.0143357908384692,1.02094750431079,0.992660041898862,1.05004106397245,0.148146519259838,0.991312533955065
ebi-a-GCST90001881,HVEM on CD8+ T cell,16,IVW,-0.0339455145242802,0.0234972516717865,0.966624170180495,0.923116228411468,1.01218271071349,0.148553710486487,0.991312533955065
ebi-a-GCST90001957,CD33 on CD33+ HLA DR+ CD14-,21,IVW,-0.0176050166954949,0.0123074069449705,0.982549046192866,0.95913107528644,1.00653878604256,0.152590553273311,0.991312533955065
ebi-a-GCST90001519,CD33+ HLA DR+ CD14- %CD33+ HLA DR+,19,IVW,-0.0329819989738244,0.0230583196880611,0.967555976432729,0.924801364544886,1.01228718233066,0.152609979957398,0.991312533955065
ebi-a-GCST90001604,T cell %lymphocyte,17,IVW,-0.0597624150324658,0.0418191799375719,0.941988309262201,0.867857274874362,1.02245150265649,0.152984942764229,0.991312533955065
ebi-a-GCST90001668,CD28+ CD45RA- CD8dim T cell %CD8dim T cell,28,IVW,0.0216939279922062,0.0153136535190292,1.02193095213992,0.991713689407205,1.05306892714758,0.156588324522911,0.991312533955065
ebi-a-GCST90001554,Effector Memory CD8+ T cell Absolute Count,24,IVW,0.023066819116452,0.0162895619769391,1.02333491559767,0.991178418152297,1.05653465642791,0.156761137530637,0.991312533955065
ebi-a-GCST90001394,IgD+ CD38dim B cell Absolute Count,26,IVW,0.0145189798961002,0.0102879613021562,1.01462489224368,0.994370481206286,1.03529186698266,0.158168204106934,0.991312533955065
ebi-a-GCST90001502,Activated & secreting CD4 regulatory T cell %CD4 regulatory T cell,38,IVW,-0.00541551937637456,0.00386736897031876,0.99459911811356,0.987088515158407,1.00216686807821,0.161420203134932,0.991312533955065
ebi-a-GCST90001497,CD39+ secreting CD4 regulatory T cell %CD4 regulatory T cell,22,IVW,-0.0191326085412238,0.0136677234231431,0.981049258105551,0.955117082585086,1.00768551246565,0.161561618274606,0.991312533955065
ebi-a-GCST90002005,CD16 on CD14+ CD16+ monocyte,22,IVW,-0.0293410451295957,0.0209756464027415,0.971085224099757,0.931971250310216,1.01184077529321,0.161868519805849,0.991312533955065
ebi-a-GCST90001865,CD3 on CD28- CD8+ T cell,20,IVW,-0.0369995665353014,0.0265368514676861,0.96367655306873,0.914834782657668,1.01512591840525,0.163235738070241,0.991312533955065
ebi-a-GCST90001641,CD3- lymphocyte %leukocyte,20,IVW,0.0323024237085507,0.0233237063572472,1.03282981030005,0.986677499912219,1.08114091700616,0.166064392563344,0.991312533955065
ebi-a-GCST90001731,CD19 on IgD- CD24- B cell,23,IVW,-0.0474586004728257,0.0343540575200777,0.95364995297254,0.891551074131085,1.02007418216717,0.167138962344102,0.991312533955065
ebi-a-GCST90001665,CD28+ CD45RA+ CD8dim T cell %CD8dim T cell,27,IVW,0.0147531850911621,0.0107354475883062,1.0148625504938,0.993731437749844,1.03644300388336,0.169364191623306,0.991312533955065
ebi-a-GCST90001576,Transitional B cell %B cell,15,IVW,-0.0522113949711406,0.0380207038963446,0.949128204704711,0.880969763222752,1.02255989543901,0.169679027136547,0.991312533955065
ebi-a-GCST90001559,Terminally Differentiated CD8+ T cell %T cell,17,IVW,0.0312167875833779,0.02289692848121,1.03170914137624,0.986431698366984,1.07906482948736,0.172768652150031,0.991312533955065
ebi-a-GCST90001986,CD14 on CD14+ CD16- monocyte,16,IVW,-0.0529683997203571,0.0390310363995504,0.948409982029421,0.878561620407102,1.02381150407669,0.174754483304633,0.991312533955065
ebi-a-GCST90001528,CD33dim HLA DR+ CD11b- %CD33dim HLA DR+,24,IVW,0.014220979440864,0.0104884916665852,1.01432257861094,0.993683568828555,1.03539026482328,0.175142104511444,0.991312533955065
ebi-a-GCST90001531,CD33dim HLA DR- Absolute Count,24,IVW,0.0137415068227934,0.0101682424086823,1.0138363552833,0.99383085947541,1.03424455529253,0.176562798825154,0.991312533955065
ebi-a-GCST90001409,Naive-mature B cell Absolute Count,23,IVW,0.0220546898611897,0.0164875294203526,1.0222996923699,0.989791595308985,1.05587546507034,0.181007666604319,0.991312533955065
ebi-a-GCST90002060,CD8 on HLA DR+ CD8+ T cell,25,IVW,0.0197493724623597,0.0149238117930026,1.01994568151588,0.990543696070587,1.05022039650511,0.185720211146687,0.991312533955065
ebi-a-GCST90001965,FSC-A on monocyte,19,IVW,-0.0219032196607401,0.0165601969933274,0.978334914054495,0.947089950358568,1.01061066448403,0.185954307550436,0.991312533955065
ebi-a-GCST90002114,HLA DR on HLA DR+ CD4+ T cell,22,IVW,-0.0359335302459035,0.027203105179603,0.96470441501727,0.91461541238395,1.01753654678534,0.186523081163211,0.991312533955065
ebi-a-GCST90001848,CD3 on Natural Killer T,17,IVW,-0.033008968867029,0.0250170701742386,0.96752988190326,0.921232873264989,1.01615356935539,0.187016102724993,0.991312533955065
ebi-a-GCST90001461,Dendritic Cell Absolute Count,21,IVW,0.0386417717915994,0.029306777523623,1.03939807524023,0.981376096499748,1.10085049214705,0.187327357322573,0.991312533955065
ebi-a-GCST90001543,Effector Memory CD4+ T cell %CD4+ T cell,28,IVW,0.0231719226117123,0.0175838518190239,1.02344247732658,0.988771093176038,1.05932961797245,0.187572080236548,0.991312533955065
ebi-a-GCST90001619,HLA DR+ T cell%T cell,31,IVW,-0.0177512686963349,0.013514281459294,0.982405356936614,0.956725023716457,1.0087749995173,0.189008042420063,0.991312533955065
ebi-a-GCST90001974,FSC-A on CD8+ T cell,18,IVW,0.032141940713552,0.0245320634507872,1.03266407197822,0.984185480106351,1.08353060181238,0.190127755889947,0.991312533955065
ebi-a-GCST90001694,CD28- CD4-CD8- T cell %T cell,22,IVW,0.0298890741522149,0.0228372734451682,1.03034023625014,0.985238059932735,1.0775070976333,0.19060728989747,0.991312533955065
ebi-a-GCST90002101,CD45RA on Terminally Differentiated CD8+ T cell,14,IVW,0.0449894110927281,0.034417043655742,1.04601678367535,0.977782531138208,1.1190127424928,0.191150205486061,0.991312533955065
