Outcome,Instrument threshold,Immunophenotype,GWAS Catalog accession,Instruments,Cochran Q,Q df,Q P,Cochran Q (modified weights),Q P (modified weights)
CONDUCTIO,P<1e-5,Basophil Absolute Count,GCST90001532,23,23.5111539499642,22,0.373364708709943,21.391434817711,0.496672533071134
CONDUCTIO,P<1e-5,CD45RA on CD39+ resting CD4 regulatory T cell,GCST90002103,8,7.7100851924981,7,0.358851097257332,6.94863635272151,0.434247376747558
CONDUCTIO,P<1e-5,CD39 on granulocyte,GCST90002033,26,28.9491220127023,25,0.266048457463452,25.8035183111402,0.41814267134678
CONDUCTIO,P<1e-5,CD45 on Natural Killer T,GCST90001919,22,22.7683157696218,21,0.356454672159401,20.0515646010154,0.5179972081807
CONDUCTIO,P<1e-5,CD3 on activated CD4 regulatory T cell,GCST90001853,21,16.9968470821067,20,0.653178381094436,15.5172937027515,0.746082860916693
CONDUCTIO,P<1e-5,CD3 on secreting CD4 regulatory T cell,GCST90001855,20,16.1547075782201,19,0.646932043838743,14.9066739256372,0.728510191816436
CONDUCTIO,P<1e-5,CD3 on activated & secreting CD4 regulatory T cell,GCST90001857,22,21.8870408050752,21,0.406044221738557,19.6973137197074,0.540499544479437
CONDUCTIO,P<1e-5,CD3 on CD4 regulatory T cell,GCST90001868,11,3.7321566905002,10,0.958622010471402,3.6543920279086,0.96159427958655
CONDUCTIO,P<1e-5,Terminally Differentiated CD4+ T cell Absolute Count,GCST90001545,11,24.1974606167899,10,0.00709316997788196,19.0792378544879,0.0392677075626447
CONDUCTIO,P<1e-5,Naive CD4+ T cell %T cell,GCST90001575,34,48.0668765986917,33,0.0437089441616306,40.2211704976394,0.180882414355496
CONDUCTIO,P<1e-5,CD20 on IgD+ CD24+ B cell,GCST90001746,23,14.506329784704,22,0.882539276598349,13.2663356819191,0.925466124075692
CONDUCTIO,P<1e-5,CD39 on monocyte,GCST90002034,22,36.7670556628622,21,0.0179004502079862,31.6481881801183,0.0635264082731179
CONDUCTIO,P<1e-5,CD38 on IgD- CD38dim B cell,GCST90001815,20,12.254914168329,19,0.874441915342602,11.1764964233829,0.917758614915911
CONDUCTIO,P<1e-5,Immature Myeloid-Derived Suppressor Cells %CD33dim HLA DR- CD66b-,GCST90001516,19,10.776071982817,18,0.903616361057167,10.2646433048484,0.922924966537585
CONDUCTIO,P<1e-5,Dendritic Cell Absolute Count,GCST90001461,21,22.2335626606261,20,0.327972589975311,19.8960998262202,0.464445838572483
CONDUCTIO,P<1e-5,CD28- CD8dim T cell %CD8dim T cell,GCST90001662,15,20.2629141005596,14,0.122067865904228,17.2074913188536,0.245289186393506
CONDUCTIO,P<1e-5,IgD+ CD38dim B cell Absolute Count,GCST90001394,26,19.2137767093924,25,0.786756703504289,17.6769317545706,0.855793791667003
CONDUCTIO,P<1e-5,IgD+ CD24- B cell Absolute Count,GCST90001416,23,20.8570211364346,22,0.529588988637624,18.9444765090834,0.648754525021402
CONDUCTIO,P<1e-5,CD25 on CD4 regulatory T cell,GCST90001936,22,20.9461418189882,21,0.462237604179294,19.5734693984806,0.548403100688234
CONDUCTIO,P<1e-5,CD25 on IgD+ CD38- B cell,GCST90001780,29,20.2292719416114,28,0.855963598142276,18.8387349723624,0.903037518997106
CONDUCTIO,P<1e-5,HVEM on Effector Memory CD4+ T cell,GCST90001878,22,69.6882352327854,21,3.94224622806861e-07,44.7168504248508,0.0018863621011988
CONDUCTIO,P<1e-5,Unswitched memory B cell %B cell,GCST90001397,32,25.093778689235,31,0.763506886406531,23.5086657859189,0.830069998958533
CONDUCTIO,P<1e-5,Switched memory B cell Absolute Count,GCST90001403,23,28.8929348109449,22,0.147943044707591,25.6135923509353,0.268641513333948
CONDUCTIO,P<1e-5,CX3CR1 on CD14- CD16-,GCST90001994,19,14.6532797636289,18,0.685620374591729,14.0513213963187,0.725739612172471
CONDUCTIO,P<1e-5,CD11b on CD66b++ myeloid cell,GCST90002093,17,22.4776002375659,16,0.128428944067723,19.0025462790322,0.268531161591472
CONDUCTIO,P<1e-5,CD3 on Effector Memory CD4+ T cell,GCST90001843,19,17.0901926447145,18,0.516912391786179,15.9417827160076,0.596610443969408
CONDUCTIO,P<1e-5,IgD- CD38dim B cell Absolute Count,GCST90001438,17,12.757730810754,16,0.690382329258799,11.6088045881425,0.770441764279103
CONDUCTIO,P<1e-5,IgD on IgD+ CD38-  B cell,GCST90001822,27,22.6790310305402,26,0.651035422267632,20.770533485983,0.753709494220352
CONDUCTIO,P<1e-5,CD28- CD8+ T cell %CD8+ T cell,GCST90001686,23,18.7437574903469,22,0.661093685179049,17.373880064334,0.742398679280263
CONDUCTIO,P<1e-5,CD14- CD16- Absolute Count,GCST90001581,25,27.9649554603611,24,0.261520852816662,25.1802892048247,0.396016961041479
CONDUCTIO,P<1e-5,CD39+ activated CD4 regulatory T cell %activated CD4 regulatory T cell,GCST90001490,8,9.34792490993502,7,0.228632100552354,7.8689293562001,0.344293461506448
CONDUCTIO,P<1e-5,CD80 on plasmacytoid Dendritic Cell,GCST90002037,21,20.6484827066928,20,0.418075832289506,18.4430729753543,0.558245748162426
CONDUCTIO,P<1e-5,CD80 on CD62L+ plasmacytoid Dendritic Cell,GCST90002038,21,17.8308470230894,20,0.598550190771405,15.7703647467887,0.730764345984904
CONDUCTIO,P<1e-5,CD28- CD25++ CD8+ T cell %T cell,GCST90001676,8,4.44174880897107,7,0.727719873233031,4.16856502216973,0.760170260269245
CONDUCTIO,P<1e-5,HLA DR++ monocyte %leukocyte,GCST90001476,8,3.31919157836874,7,0.853989047486526,3.13024854065212,0.872697348054045
CONDUCTIO,P<1e-5,CD3 on resting CD4 regulatory T cell,GCST90001869,37,29.5045036583823,36,0.769492933485073,27.3672091761311,0.848975300276374
CONDUCTIO,P<1e-5,SSC-A on HLA DR+ CD4+ T cell,GCST90002085,22,20.3629048993227,21,0.498390048624288,17.9159173399259,0.654318835517632
CONDUCTIO,P<1e-5,CD25++ CD45RA- CD4 not regulatory T cell %T cell,GCST90001512,30,30.0339406452758,29,0.412310601289286,26.6566291665028,0.59022494049916
CONDUCTIO,P<1e-5,CD4 on Central Memory CD4+ T cell,GCST90002023,15,14.7940297641246,14,0.392377927558833,13.5404709628091,0.484476270695865
CONDUCTIO,P<1e-5,CD45 on T cell,GCST90001915,15,9.12389338605107,14,0.823032968148242,8.35979337308185,0.86975230448585
CONDUCTIO,P<1e-5,CD11b on basophil,GCST90002096,19,12.8208176913066,18,0.802105870650218,11.5059848918464,0.871665946851014
CONDUCTIO,P<1e-5,CD25 on CD28+ CD4+ T cell,GCST90001962,5,2.20065567769738,4,0.698909236676422,2.1009677342267,0.717194598195454
CONDUCTIO,P<1e-5,CD28- CD4-CD8- T cell %T cell,GCST90001694,22,25.3922225680358,21,0.230576469074737,22.3396244055426,0.380170474890487
CONDUCTIO,P<1e-5,HLA DR on myeloid Dendritic Cell,GCST90002104,16,10.851724257533,15,0.7630328104054,10.3178598192107,0.799283641036627
CONDUCTIO,P<1e-5,CD62L- plasmacytoid Dendritic Cell Absolute Count,GCST90001470,24,14.2709526143346,23,0.91884871918566,13.4305366462223,0.942027561952164
CONDUCTIO,P<1e-5,CD11c on monocyte,GCST90002089,19,25.5256245527399,18,0.111109364581076,23.3096783247146,0.17896867359776
CONDUCTIO,P<1e-5,T/B cell,GCST90001588,29,31.550726390813,28,0.29317635993388,28.6851570066018,0.42862424643114
CONDUCTIO,P<1e-5,Natural Killer Absolute Count,GCST90001645,22,27.9008970621251,21,0.14298447555914,24.8841545702722,0.252216315865624
CONDUCTIO,P<1e-5,IgD+ B cell Absolute Count,GCST90001400,15,21.1015789325897,14,0.0990576221402749,18.2632494319514,0.195052785030663
CONDUCTIO,P<1e-5,CD38 on IgD+ B cell,GCST90001818,15,6.62357838259197,14,0.948250646399322,6.27257670817749,0.959146403762974
CONDUCTIO,P<1e-5,BAFF-R on CD24+ CD27+ B cell,GCST90001702,19,24.4484508377396,18,0.140877826499277,21.5436928592252,0.252874972123039
CONDUCTIO,P<1e-5,BAFF-R on IgD- CD38- B cell,GCST90001712,17,18.1903624844151,16,0.312868193291606,15.9795781256396,0.454387026078744
CONDUCTIO,P<1e-5,BAFF-R on IgD- CD38dim B cell,GCST90001714,4,5.57137703103833,3,0.134431265379595,4.99212157083613,0.172374951430111
CONDUCTIO,P<1e-5,BAFF-R on memory B cell,GCST90001715,17,13.7310953291595,16,0.618738904031839,12.5204836240582,0.707441441125237
CONDUCTIO,P<1e-5,CD28 on secreting CD4 regulatory T cell,GCST90001887,17,12.6699325840376,16,0.696720607354201,11.5266481690364,0.775871793225223
CONDUCTIO,P<1e-5,CD45RA on naive CD8+ T cell,GCST90002100,22,24.0285806838785,21,0.291675771366983,21.6758123577764,0.41839320861044
CONDUCTIO,P<1e-5,IgD- CD38- B cell %lymphocyte,GCST90001427,28,32.3694086136916,27,0.218679173963911,28.6614215126884,0.377505773048292
CONDUCTIO,P<1e-5,Switched memory B cell %lymphocyte,GCST90001434,18,14.124756651766,17,0.658252036873768,13.3474896375599,0.712630883726979
CONDUCTIO,P<1e-5,IgD+ CD24+ B cell %lymphocyte,GCST90001439,15,8.32608083303784,14,0.87165564401741,7.87912566287861,0.89552769853073
CONDUCTIO,P<1e-5,CD20- B cell %lymphocyte,GCST90001443,17,10.3190211891457,16,0.849445691527219,9.69785670132374,0.881923409510797
CONDUCTIO,P<1e-5,HLA DR on CD14- CD16+ monocyte,GCST90001984,19,19.4353900509885,18,0.365485732620945,18.2791380680774,0.437411229939112
CONDUCTIO,P<1e-5,CD20 on IgD- CD38+ B cell,GCST90001756,16,15.1564733440404,15,0.440205984321053,13.8121680914526,0.539819864254273
CONDUCTIO,P<1e-5,CD33 on CD33dim HLA DR-,GCST90001953,19,14.772407651978,18,0.677530654134754,13.6360367927669,0.752490579164358
CONDUCTIO,P<1e-5,CD33- HLA DR- Absolute Count,GCST90001522,21,19.3414931936258,20,0.499738557872241,17.7978960204075,0.600719882389848
CONDUCTIO,P<1e-5,CD14 on CD33dim HLA DR+ CD11b+,GCST90002021,19,35.0302405472916,18,0.00936991146058566,30.965131437579,0.0290555962690289
CONDUCTIO,P<1e-5,HLA DR on HLA DR+ T cell,GCST90002113,19,19.0064352720802,18,0.391427298231903,16.0252404418657,0.590785734405752
CONDUCTIO,P<1e-5,CD3 on Central Memory CD4+ T cell,GCST90001841,26,15.437227445904,25,0.930560839579065,14.2682949963307,0.956851806692913
CONDUCTIO,P<1e-5,CD4 on CD39+ resting CD4 regulatory T cell,GCST90002065,15,21.7464041240869,14,0.0839774377085592,18.3002644054116,0.193445437568295
CONDUCTIO,P<1e-5,IgD on IgD+ B cell,GCST90001827,21,21.728728595978,20,0.355410141462985,18.9594017931942,0.524466349313238
CONDUCTIO,P<1e-5,Transitional B cell %B cell,GCST90001576,15,17.1334173644988,14,0.249137737248021,14.8719661569755,0.386962598141556
CONDUCTIO,P<1e-5,Leukocyte Absolute Count,GCST90001600,11,7.23169394065418,10,0.703405524617829,6.37743168101568,0.782619289866952
CONDUCTIO,P<1e-5,CD45RA+ CD28- CD8+ T cell %CD8+ T cell,GCST90001699,31,29.4793830349564,30,0.492532210970776,26.6549742597121,0.641324461086977
CONDUCTIO,P<1e-5,CD20- CD38- B cell %B cell,GCST90001422,23,24.6113639680051,22,0.316018126219203,21.9481936120049,0.462984590840985
CONDUCTIO,P<1e-5,CCR2 on CD14- CD16-,GCST90002003,17,13.5476098135274,16,0.632375845597431,12.4052433026352,0.715644436890835
CONDUCTIO,P<1e-5,Basophil %CD33dim HLA DR- CD66b-,GCST90001533,20,27.685075021371,19,0.0896796631139293,24.9034879013313,0.163743630018912
CONDUCTIO,P<1e-5,CD24 on IgD+ CD24+ B cell,GCST90001765,25,23.5125251629406,24,0.489736485368162,20.8305559647886,0.648699997979038
CONDUCTIO,P<1e-5,B cell %CD3- lymphocyte,GCST90001643,29,40.0339245375245,28,0.0656690613570381,33.4307722620245,0.220244552346528
CONDUCTIO,P<1e-5,CD3 on CD28+ CD45RA- CD8+ T cell,GCST90001863,18,15.1321783785919,17,0.585961465992129,13.0221629052008,0.73470110084054
CONDUCTIO,P<1e-5,CD45 on lymphocyte,GCST90001914,24,17.2820001547023,23,0.795187695326261,16.0910922268258,0.851341512015199
CONDUCTIO,P<1e-5,HVEM on naive CD4+ T cell,GCST90001877,18,26.3362399684358,17,0.0685485926355449,21.8709571208615,0.18973278392501
CONDUCTIO,P<1e-5,CD34 on Hematopoietic Stem Cell,GCST90001870,12,3.5994135893645,11,0.980206853880506,3.55243080529791,0.981232908689459
CONDUCTIO,P<1e-5,CD11c+ HLA DR++ monocyte %monocyte,GCST90001457,18,15.5464418942256,17,0.556184264421204,14.2258232405494,0.651057276140152
CONDUCTIO,P<1e-5,CD127 on CD45RA- CD4 not regulatory T cell,GCST90001923,16,13.9814442674024,15,0.526936908071076,12.823470897094,0.615930858094876
CONDUCTIO,P<1e-5,CD3- lymphocyte Absolute Count,GCST90001639,18,8.84750116789746,17,0.94492478924368,8.36411086557804,0.958129039986204
CONDUCTIO,P<1e-5,Activated & resting CD4 regulatory T cell Absolute Count,GCST90001498,19,14.0314619488263,18,0.727038011231475,12.9993564333626,0.79161126453759
CONDUCTIO,P<1e-5,CD16 on CD14- CD16+ monocyte,GCST90001979,20,27.4749228053582,19,0.094067867969222,25.0403180307868,0.159219376951429
CONDUCTIO,P<1e-5,PDL-1 on CD14+ CD16+ monocyte,GCST90001998,28,26.2640908492227,27,0.503983458993007,23.3077954807898,0.66837132532856
CONDUCTIO,P<1e-5,T cell %leukocyte,GCST90001605,18,21.4342936595005,17,0.207464280075211,19.2604453305814,0.313789302299083
CONDUCTIO,P<1e-5,PDL-1 on CD14- CD16-,GCST90002000,28,19.6290531888389,27,0.845956789114262,18.408402294211,0.890542122819637
CONDUCTIO,P<1e-5,CD127 on CD4+ T cell,GCST90001931,8,4.95504250851141,7,0.66544972469603,4.45597994344148,0.726011344952994
CONDUCTIO,P<1e-5,CD3 on CD39+ resting CD4 regulatory T cell,GCST90001852,20,8.30529932975845,19,0.98332644633366,7.69042096271546,0.989523854349679
CONDUCTIO,P<1e-5,CD8 on Central Memory CD8+ T cell,GCST90002054,14,14.9681735111046,13,0.309343849617652,13.7046379809124,0.394968772196527
CONDUCTIO,P<1e-5,CD25 on switched memory B cell,GCST90001793,20,25.9356491452843,19,0.131992109588837,21.6743075265693,0.300764000681062
CONDUCTIO,P<1e-5,CD45 on CD33dim HLA DR+ CD11b-,GCST90002044,10,9.41924451099038,9,0.39950784640071,8.70161306769626,0.465261291009179
CONDUCTIO,P<1e-5,CD25 on CD20- CD38- B cell,GCST90001776,20,19.5686117518392,19,0.42094352391774,16.1538159385907,0.646991799425502
CONDUCTIO,P<1e-5,CD24 on IgD- CD38dim B cell,GCST90001770,7,9.08463973985289,6,0.168873650079679,7.80333789132369,0.252868290008217
CONDUCTIO,P<1e-5,CD62L on granulocyte,GCST90001835,16,18.0145099631848,15,0.261903496343176,16.0215676839963,0.380619704695356
CONDUCTIO,P<1e-5,CD28- CD8+ T cell %T cell,GCST90001685,16,18.2646656077264,15,0.249007062602422,16.1344436675566,0.373173162328705
CONDUCTIO,P<1e-5,Terminally Differentiated CD8+ T cell %T cell,GCST90001559,17,24.8351073053319,16,0.0727855794307747,21.1147435163478,0.174142002588828
CONDUCTIO,P<1e-5,BAFF-R on IgD- CD27- B cell,GCST90001711,18,16.8834433219842,17,0.462289593631979,15.2873918096108,0.574789583428271
CONDUCTIO,P<1e-5,CD28 on CD45RA- CD4 not regulatory T cell,GCST90001891,13,8.66766487264199,12,0.731023500586536,7.85626439915453,0.796259541147597
CONDUCTIO,P<1e-5,CD4 regulatory T cell %CD4+ T cell,GCST90001478,16,29.3660923466737,15,0.0144241570779214,23.4446155078965,0.0751452644807733
CONDUCTIO,P<1e-5,BAFF-R on CD20- B cell,GCST90001830,14,22.8411164414148,13,0.0436229581119825,19.4347422558673,0.110228859532272
CONDUCTIO,P<1e-5,CD11b on Granulocytic Myeloid-Derived Suppressor Cells,GCST90002092,3,5.03178609273642,2,0.0807907301124104,4.47623478629023,0.106659112663374
CONDUCTIO,P<1e-5,HVEM on Central Memory CD4+ T cell,GCST90001876,18,17.0660463894446,17,0.449900179546858,15.5199281067096,0.558085289888774
CONDUCTIO,P<1e-5,Central Memory CD4-CD8- T cell Absolute Count,GCST90001563,4,0.994002993851408,3,0.802703052461889,0.974190347943109,0.807496785903096
CONDUCTIO,P<1e-5,CD3- lymphocyte %lymphocyte,GCST90001640,6,7.2677758049193,5,0.201474984910629,6.67511705323429,0.245944904160859
CONDUCTIO,P<1e-5,IgD+ CD38dim B cell %B cell,GCST90001393,15,23.4007661657193,14,0.0540530607306533,20.6366891423337,0.111311735805226
CONDUCTIO,P<1e-5,CD28 on CD28+ CD4-CD8- T cell,GCST90001895,3,0.640190117188815,2,0.726080013647584,0.621835286189346,0.732774222401582
CONDUCTIO,P<5e-8,CD39+ CD4+ T cell Absolute Count,GCST90001660,6,13.3790888127877,5,0.0200738036928876,12.8821812647856,0.024508231513
CONDUCTIO,P<5e-8,FSC-A on Natural Killer,GCST90001969,3,3.22461374586271,2,0.199427030207406,3.0512435927809,0.217485782938366
CONDUCTIO,P<5e-8,SSC-A on Natural Killer,GCST90002076,1,,,,,
CONDUCTIO,P<5e-8,CD20 on IgD+ CD38dim B cell,GCST90001752,7,4.82101355075014,6,0.566966085132333,4.49857167443295,0.609529807316949
CONDUCTIO,P<5e-8,CD45RA+ CD28- CD8+ T cell Absolute Count,GCST90001698,428,457.555686691585,427,0.148166861166758,425.723232442454,0.5083423087357
CONDUCTIO,P<5e-8,Naive CD8+ T cell %T cell,GCST90001553,3,0.586826126509434,2,0.745714049998548,0.581745427337414,0.747610832602141
CONDUCTIO,P<5e-8,CD8 on CD28+ CD45RA+ CD8+ T cell,GCST90002119,8,14.8032384594006,7,0.0386059580703476,13.0637087253174,0.0705712704388856
CONDUCTIO,P<5e-8,IgD on transitional B cell,GCST90001828,5,8.46691084992118,4,0.0758965787058136,7.71930966382938,0.102418551195719
CONDUCTIO,P<5e-8,SSC-A on Natural Killer T,GCST90002084,2,,,,,
CONDUCTIO,P<5e-8,CD19 on CD20- CD38- B cell,GCST90001722,1,,,,,
CONDUCTIO,P<5e-8,CD20 on IgD- CD38- B cell,GCST90001755,4,2.37298236126917,3,0.498683762009955,2.18050095896348,0.535799279300217
CONDUCTIO,P<5e-8,CD20 on switched memory B cell,GCST90001761,7,2.57223379866459,6,0.860297577645827,2.40143655185309,0.879331296304975
CONDUCTIO,P<5e-8,CD45RA+ CD28- CD8+ T cell %T cell,GCST90001700,67,79.2426315986355,66,0.127014294710219,71.6464454204634,0.296058405114683
CONDUCTIO,P<5e-8,T cell %lymphocyte,GCST90001604,2,,,,,
CONDUCTIO,P<5e-8,Natural Killer %lymphocyte,GCST90001647,3,1.32391829107474,2,0.515839738761439,1.26095370919948,0.532337892700288
CONDUCTIO,P<5e-8,Naive CD8+ T cell %CD8+ T cell,GCST90001552,1,,,,,
CONDUCTIO,P<5e-8,CD28 on CD39+ secreting CD4 regulatory T cell,GCST90001888,2,,,,,
CONDUCTIO,P<5e-8,CD39+ activated CD4 regulatory T cell Absolute Count,GCST90001489,5,19.0283155024876,4,0.000775940244670702,17.9283139137013,0.00127454935847519
CONDUCTIO,P<5e-8,CD39+ activated CD4 regulatory T cell %CD4 regulatory T cell,GCST90001491,6,13.9819741466197,5,0.0157243250352035,13.5255178002683,0.0189215830798461
CONDUCTIO,P<5e-8,CD39+ secreting CD4 regulatory T cell Absolute Count,GCST90001495,5,19.1849373698785,4,0.000722837992435041,18.1892705152073,0.00113328913254216
CONDUCTIO,P<5e-8,CD4 on CD39+ CD4+ T cell,GCST90002061,6,14.0077752498617,5,0.0155601020480065,12.1426193029548,0.0328849710810053
CONDUCTIO,P<5e-8,BAFF-R on IgD+ CD24- B cell,GCST90001704,10,19.3651603518958,9,0.0222609562227162,17.9170320798685,0.0361484069131114
CONDUCTIO,P<5e-8,BAFF-R on IgD+ CD38- B cell,GCST90001705,9,13.3617594129032,8,0.0999939738367917,12.5586532535193,0.127964238026857
CONDUCTIO,P<5e-8,BAFF-R on IgD+ CD38- naive B cell,GCST90001706,8,12.9992650979971,7,0.0721262988072521,11.7624639058583,0.108645970058925
CONDUCTIO,P<5e-8,BAFF-R on IgD+ CD38+ B cell,GCST90001708,10,19.7386378406606,9,0.0195956784566838,17.9631181887945,0.0356038527940299
CONDUCTIO,P<5e-8,BAFF-R on IgD+ CD38dim B cell,GCST90001709,10,19.3634119570762,9,0.0222741985462014,17.8813787453786,0.0365749646886861
CONDUCTIO,P<5e-8,BAFF-R on naive-mature B cell,GCST90001716,10,19.3707593356167,9,0.0222185992857029,17.9345482322722,0.0359405338855346
CONDUCTIO,P<5e-8,BAFF-R on IgD+ B cell,GCST90001719,10,19.3599583567817,9,0.0223003778073522,17.8238884072315,0.0372725999009465
CONDUCTIO,P<5e-8,BAFF-R on transitional B cell,GCST90001720,8,13.0651423588416,7,0.0705370268880547,12.2579418845207,0.0923890671166189
CONDUCTIO,P<5e-8,BAFF-R on B cell,GCST90001829,10,19.3664140502939,9,0.022251465274049,17.8193201130242,0.0373285597395635
CONDUCTIO,P<5e-8,HLA DR+ T cell%T cell,GCST90001619,4,4.76141261442795,3,0.190124850894971,4.3975309133018,0.221614438109052
CONDUCTIO,P<5e-8,CD39 on CD39+ secreting CD4 regulatory T cell,GCST90002031,5,12.4390557166193,4,0.0143681934850034,12.0012240769951,0.0173421650070337
CONDUCTIO,P<5e-8,CD39 on CD39+ CD4+ T cell,GCST90002032,5,13.2947951251693,4,0.00992168849955878,12.7442337199333,0.012595546644438
CONDUCTIO,P<5e-8,CD4 on CD39+ secreting CD4 regulatory T cell,GCST90002069,3,1.55559298924818,2,0.459417225113858,1.54257960592558,0.462416257650727
CONDUCTIO,P<5e-8,CD3 on CD39+ activated CD4 regulatory T cell,GCST90001854,5,3.05028672689504,4,0.549445591428798,2.98543470076504,0.560265819850698
CONDUCTIO,P<5e-8,CD39+ resting CD4 regulatory T cell %resting CD4 regulatory T cell,GCST90001484,8,24.6794590995634,7,0.00086472065818358,22.2586494943727,0.00229221260299087
CONDUCTIO,P<5e-8,CD39+ secreting CD4 regulatory T cell %secreting CD4 regulatory T cell,GCST90001496,7,10.7804099232778,6,0.0954048809785855,10.5195196582665,0.104410676515321
CONDUCTIO,P<5e-8,CD39+ secreting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001497,7,10.8090412828916,6,0.0944605993577463,10.5482925609833,0.103381155766724
CONDUCTIO,P<5e-8,CD39+ CD4+ T cell %T cell,GCST90001658,6,10.5584397401297,5,0.0608728115494615,10.2968077928744,0.0672490990818772
CONDUCTIO,P<5e-8,CD39+ CD4+ T cell %CD4+ T cell,GCST90001659,5,10.0794212247395,4,0.0391108829880115,9.84901876183448,0.0430492055572643
CONDUCTIO,P<5e-8,CD28 on CD39+ CD4+ T cell,GCST90001892,6,22.1084687419425,5,0.000499312409509866,18.6506330707021,0.0022323778767498
CONDUCTIO,P<5e-8,CD39 on CD39+ CD8+ T cell,GCST90002029,2,,,,,
CONDUCTIO,P<5e-8,CD39 on CD39+ activated CD4 regulatory T cell,GCST90002030,5,9.51150077822986,4,0.0495114676586035,9.22647683322618,0.055681317248007
CONDUCTIO,P<5e-8,CD40 on monocytes,GCST90001985,5,11.0526141311059,4,0.0259790245185365,10.9075060036994,0.0276234237524923
CONDUCTIO,P<5e-8,CD25 on IgD+ CD38- unswitched memory B cell,GCST90001782,1,,,,,
CONDUCTIO,P<5e-8,CD25++ CD45RA+ CD4 not regulatory T cell %CD4+ T cell,GCST90001508,5,1.24444264011034,4,0.870728618933911,1.23105412764081,0.872959771394334
CONDUCTIO,P<5e-8,CD25++ CD45RA+ CD4 not regulatory T cell %T cell,GCST90001509,5,1.27526840980241,4,0.865557420754395,1.25790221852967,0.868476464383082
CONDUCTIO,P<5e-8,CD25 on CD45RA+ CD4 not regulatory T cell,GCST90001934,1,,,,,
CONDUCTIO,P<5e-8,CD16-CD56 on Natural Killer,GCST90001884,8,8.47109215766017,7,0.292889710147289,8.07808329967992,0.325759011161993
CONDUCTIO,P<5e-8,CD45 on CD33- HLA DR-,GCST90002045,2,,,,,
CONDUCTIO,P<5e-8,CD4+CD8+ T cell Absolute Count,GCST90001594,2,,,,,
CONDUCTIO,P<5e-8,CD27 on IgD- CD38- B cell,GCST90001802,8,10.6905984686019,7,0.152695928640741,10.0885919333762,0.183608390167371
CONDUCTIO,P<5e-8,CD64 on CD14+ CD16+ monocyte,GCST90002011,2,,,,,
CONDUCTIO,P<5e-8,HLA DR on CD33dim HLA DR+ CD11b+,GCST90002110,4,5.12906859909715,3,0.162586427454781,4.90416617437364,0.17895058112188
CONDUCTIO,P<5e-8,HLA DR on CD33dim HLA DR+ CD11b-,GCST90002111,5,5.33980768567397,4,0.254173447210347,5.12288026528585,0.274919998567709
CONDUCTIO,P<5e-8,CD8+ and CD8dim T cell %leukocyte,GCST90001614,2,,,,,
CONDUCTIO,P<5e-8,CD27 on CD24+ CD27+ B cell,GCST90001798,11,17.3668952730666,10,0.0666296128691045,16.3186609498371,0.090866510718324
CONDUCTIO,P<5e-8,CD27 on IgD- CD38dim B cell,GCST90001804,9,13.9327583353774,8,0.0835349685425833,13.206800022599,0.104929588960356
CONDUCTIO,P<5e-8,CD27 on memory B cell,GCST90001805,8,4.06556355984538,7,0.772195564148389,3.96090423907014,0.784269321944512
CONDUCTIO,P<5e-8,CD27 on unswitched memory B cell,GCST90001806,11,13.3474997775995,10,0.204886375640417,12.1234918502348,0.276876691208466
CONDUCTIO,P<5e-8,CD27 on switched memory B cell,GCST90001808,10,16.4709991773957,9,0.0576739523660066,15.7660846881382,0.0719299697318302
CONDUCTIO,P<5e-8,BAFF-R on IgD+ CD38- unswitched memory B cell,GCST90001707,7,2.34635812065589,6,0.885250825211398,2.31813718641491,0.888240033197528
CONDUCTIO,P<5e-8,CD33+ HLA DR+ CD14dim %CD33+ HLA DR+,GCST90001521,1,,,,,
CONDUCTIO,P<5e-8,CD25++ CD45RA+ CD4 not regulatory T cell Absolute Count,GCST90001507,3,0.0251583046031314,2,0.987499634531546,0.0250637906353966,0.987546301888515
CONDUCTIO,P<5e-8,CD45RA- CD4+ T cell %CD4+ T cell,GCST90001535,4,4.51093232218408,3,0.211317219603549,4.28086094047631,0.232689834858448
CONDUCTIO,P<5e-8,CD45RA on resting CD4 regulatory T cell,GCST90002102,7,6.87463561103744,6,0.332596685502309,6.6903414698531,0.350435670662081
CONDUCTIO,P<5e-8,CD20 on CD24+ CD27+ B cell,GCST90001745,5,4.12870619637748,4,0.388867499349232,3.93282321641799,0.415173572752555
CONDUCTIO,P<5e-8,CD28+ CD45RA+ CD8+ T cell %T cell,GCST90001688,38,38.7616364425683,37,0.39015355795306,35.3562718761614,0.546212940941759
CONDUCTIO,P<5e-8,CD8 on CD39+ CD8+ T cell,GCST90002121,5,3.12638881544125,4,0.536901777123459,3.06233851528122,0.547447942232379
CONDUCTIO,P<5e-8,SSC-A on monocyte,GCST90002073,8,6.32866792205922,7,0.50193886920884,6.06799875878864,0.53183233486371
CONDUCTIO,P<5e-8,CD45RA- CD28- CD8+ T cell %T cell,GCST90001697,42,36.4392466984082,41,0.673367669217309,34.6401748284953,0.747814130636404
CONDUCTIO,P<5e-8,CD45RA- CD28- CD8+ T cell Absolute Count,GCST90001695,146,138.909449050231,145,0.626835578541225,128.755761571568,0.829578978190883
CONDUCTIO,P<5e-8,CD40 on CD14- CD16+ monocyte,GCST90001989,9,11.3477517390827,8,0.182762774645947,11.2129708066977,0.189921524368997
