Outcome,Instrument threshold,Immunophenotype,GWAS Catalog accession,Instruments,Cochran Q,Q df,Q P,Cochran Q (modified weights),Q P (modified weights)
AVBLOCK,P<1e-5,CD4+ T cell Absolute Count,GCST90001590,24,28.3876814315706,23,0.201475648599884,25.5135915042119,0.324359641569854
AVBLOCK,P<1e-5,Lymphocyte Absolute Count,GCST90001601,19,27.1334810650505,18,0.0765257068559293,23.4014023487199,0.175632701832749
AVBLOCK,P<1e-5,Naive-mature B cell Absolute Count,GCST90001409,23,13.4499220203436,22,0.919848840496206,12.3357265855088,0.950052661647584
AVBLOCK,P<1e-5,CD3 on CD28- CD8+ T cell,GCST90001865,20,9.0771629810246,19,0.972175717994718,8.67674674078094,0.978471442954894
AVBLOCK,P<1e-5,CD27 on CD20- CD38- B cell,GCST90001797,20,18.7456411054591,19,0.473259254008639,17.4247295393333,0.561117146316598
AVBLOCK,P<1e-5,CD4 on HLA DR+ CD4+ T cell,GCST90001959,21,38.6095558959135,20,0.00745315394529401,31.7651150914944,0.0458663428428189
AVBLOCK,P<1e-5,CD20 on unswitched memory B cell,GCST90001760,22,16.7118181752015,21,0.728420392276848,15.3409341785121,0.805464193247029
AVBLOCK,P<1e-5,T cell Absolute Count,GCST90001603,19,19.5623496733642,18,0.357989879260676,16.127926230109,0.583619709960032
AVBLOCK,P<1e-5,HLA DR+ CD4+ T cell %T cell,GCST90001625,25,39.5782814123663,24,0.0237254087074522,32.9454264184062,0.105230213477085
AVBLOCK,P<1e-5,B cell Absolute Count,GCST90001642,30,30.2009195604069,29,0.404023971047878,26.8071168710885,0.582110938551175
AVBLOCK,P<1e-5,CD28+ CD45RA+ CD8dim T cell Absolute Count,GCST90001666,54,53.8966271278198,53,0.439861039175264,47.8331912236237,0.675012676475707
AVBLOCK,P<1e-5,CD24 on IgD+ CD38+ B cell,GCST90001768,25,27.538691207241,24,0.279976380468794,24.7561421491759,0.419107723938812
AVBLOCK,P<1e-5,Resting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001481,30,31.6391784174853,29,0.335932104102467,29.3925762833176,0.444765536672352
AVBLOCK,P<1e-5,Secreting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001493,31,17.534971471272,30,0.965586697880577,16.3776752675486,0.979314355374591
AVBLOCK,P<1e-5,Activated & resting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001499,29,16.2615767200547,28,0.961785451789627,15.1492816315153,0.976816784548108
AVBLOCK,P<1e-5,Activated & secreting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001502,38,29.0899957967341,37,0.820061888326414,26.5995817408339,0.897231808862343
AVBLOCK,P<1e-5,CD39+ activated CD4 regulatory T cell Absolute Count,GCST90001489,30,39.3727518397695,29,0.0947271153611869,36.0735243279511,0.171432156298103
AVBLOCK,P<1e-5,FSC-A on Natural Killer,GCST90001969,18,18.4496149148458,17,0.361021773738187,16.8428384862138,0.465062160433646
AVBLOCK,P<1e-5,SSC-A on Natural Killer,GCST90002076,23,31.8014156416299,22,0.0808452475147855,27.9881811396134,0.176073231542121
AVBLOCK,P<1e-5,SSC-A on Natural Killer T,GCST90002084,20,18.1226142994065,19,0.514262266014331,16.053984078808,0.653673115680405
AVBLOCK,P<1e-5,CD45RA- CD28- CD8+ T cell Absolute Count,GCST90001695,350,351.005543129989,349,0.459778752057514,320.750946712184,0.85861638936234
AVBLOCK,P<1e-5,BAFF-R on IgD- CD38+ B cell,GCST90001713,15,26.2561351338624,14,0.0240118821136838,22.2664983839215,0.0733018498670249
AVBLOCK,P<1e-5,CD14 on CD14+ CD16+ monocyte,GCST90001983,15,9.49612113463051,14,0.798017835809052,8.72900735723894,0.848008756010516
AVBLOCK,P<1e-5,CD20 on IgD+ CD24- B cell,GCST90001747,25,19.0897494379255,24,0.747186418629284,17.6093874972406,0.821535696592729
AVBLOCK,P<1e-5,CD20 on IgD+ CD38dim B cell,GCST90001752,28,27.2239633726598,27,0.451762533657,24.0360007880969,0.62831834419379
AVBLOCK,P<1e-5,CD38 on naive-mature B cell,GCST90001816,26,28.9469736015488,25,0.266138749973701,26.1784847981544,0.398123353739109
AVBLOCK,P<1e-5,IgD on IgD+ CD24+ B cell,GCST90001820,28,45.542174955943,27,0.0142440225831779,38.2955979617538,0.0733079547827105
AVBLOCK,P<1e-5,CD24 on IgD+ CD38- B cell,GCST90001766,22,13.0463474577501,21,0.906991888394437,12.2410540817094,0.932880385175313
AVBLOCK,P<1e-5,Hematopoietic Stem Cell Absolute Count,GCST90001514,19,12.1536589633364,18,0.839203555080922,11.2670453248909,0.882682672074211
AVBLOCK,P<1e-5,CCR2 on CD14+ CD16- monocyte,GCST90002004,27,25.4407902223185,26,0.494148221855777,22.9168117558744,0.6376490122825
AVBLOCK,P<1e-5,Monocytic Myeloid-Derived Suppressor Cells Absolute Count,GCST90001530,19,13.4141746803532,18,0.76640442288192,12.5781957420823,0.815996973471671
AVBLOCK,P<1e-5,CD3 on CD8+ T cell,GCST90001859,23,14.2773183080641,22,0.891345059893596,12.867044876373,0.936802927965209
AVBLOCK,P<1e-5,CD8+ Natural Killer T Absolute Count,GCST90001630,26,50.5175804294808,25,0.00183900976428001,42.0088180873189,0.0179336310996612
AVBLOCK,P<1e-5,CD39+ resting CD4 regulatory T cell Absolute Count,GCST90001483,28,22.8007941496254,27,0.695666810472707,21.9477197956975,0.740029146278055
AVBLOCK,P<1e-5,CD39+ resting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001485,36,37.9568050796691,35,0.33608838826344,34.0459024860624,0.514007803369808
AVBLOCK,P<1e-5,CD127 on CD45RA+ CD4+ T cell,GCST90001932,22,34.6693827577988,21,0.0306848298694534,31.2438054593197,0.069695028029275
AVBLOCK,P<1e-5,HVEM on naive CD8+ T cell,GCST90001872,21,22.9157696009386,20,0.292949344894628,21.1565348862513,0.387971067187997
AVBLOCK,P<1e-5,HVEM on CD8+ T cell,GCST90001881,16,13.0335926008706,15,0.599703160250108,12.2210382355357,0.662226949559385
AVBLOCK,P<1e-5,CD8 on CD28+ CD45RA+ CD8+ T cell,GCST90002119,22,26.5471995973572,21,0.186347949622253,23.8169564860149,0.302011815799268
AVBLOCK,P<1e-5,CD14+ CD16- monocyte Absolute Count,GCST90001582,28,23.4655778522504,27,0.65976606037296,21.0871426175227,0.782189734559429
AVBLOCK,P<1e-5,IgD+ CD38+ B cell %lymphocyte,GCST90001429,25,25.1987740400779,24,0.395024111229628,22.1137352573646,0.572478347489205
AVBLOCK,P<1e-5,PDL-1 on monocyte,GCST90002002,15,14.5969729813642,14,0.406247215909827,13.104199769297,0.518335722250042
AVBLOCK,P<1e-5,CD45 on HLA DR+ CD8+ T cell,GCST90001921,18,10.0145595447949,17,0.902998619090198,9.33563938863417,0.929139951681007
AVBLOCK,P<1e-5,CD28- CD8dim T cell Absolute Count,GCST90001663,28,21.633799698108,27,0.755745234057918,20.0332783495216,0.829356677323292
AVBLOCK,P<1e-5,IgD+ CD38- B cell %B cell,GCST90001395,22,28.6036321496874,21,0.123847296158823,24.4107127698177,0.273586773724171
AVBLOCK,P<1e-5,CD33+ HLA DR+ CD14dim Absolute Count,GCST90001520,28,24.1271147891841,27,0.62325594233895,22.1897464406194,0.727673798465679
AVBLOCK,P<1e-5,CD4RA on Terminally Differentiated CD4+ T cell,GCST90002099,33,38.1925887759401,32,0.20859389415249,32.804559738673,0.427390304480055
AVBLOCK,P<1e-5,CD4 on CD45RA+ CD4+ T cell,GCST90002027,27,25.2728084310463,26,0.503577975061891,22.4387625201013,0.664467972465594
AVBLOCK,P<1e-5,Activated CD4 regulatory T cell %CD4+ T cell,GCST90001488,19,19.0258339367664,18,0.390234249938483,14.9619013278928,0.664581454733048
AVBLOCK,P<1e-5,Natural Killer %lymphocyte,GCST90001647,27,38.1216855490736,26,0.0590037821451585,32.9774999614861,0.162751753651155
AVBLOCK,P<1e-5,Unswitched memory B cell %lymphocyte,GCST90001432,22,22.069302676383,21,0.395525676203948,20.2519308169335,0.505357677963827
AVBLOCK,P<1e-5,CD4 on Effector Memory CD4+ T cell,GCST90002025,20,31.1446368495594,19,0.0389213723186973,25.0951362167342,0.15743446524791
AVBLOCK,P<1e-5,CD45RA+ CD28- CD8+ T cell Absolute Count,GCST90001698,719,749.408470953021,718,0.201976527593504,692.516482808765,0.746322802395731
AVBLOCK,P<1e-5,CD62L on monocyte,GCST90001834,25,35.4636674802892,24,0.0618153786861513,31.4567875857025,0.141043983845694
AVBLOCK,P<1e-5,CX3CR1 on CD14- CD16+ monocyte,GCST90002012,18,37.5177500594656,17,0.00286149645374614,31.998626329622,0.0150538826095079
AVBLOCK,P<1e-5,CD4 on CD39+ activated CD4 regulatory T cell,GCST90002067,23,18.5718342554972,22,0.671597363038407,17.1608098891969,0.754424275170441
AVBLOCK,P<1e-5,CD28+ CD45RA- CD8dim T cell %T cell,GCST90001667,28,32.6695120046631,27,0.208195457765605,28.6229152688356,0.379417817504059
AVBLOCK,P<1e-5,CD4 on CD28+ CD4+ T cell,GCST90002062,21,28.992999244084,20,0.0878972992339327,24.6342115068008,0.215785056512995
AVBLOCK,P<1e-5,CD3 on CD45RA+ CD4+ T cell,GCST90001858,32,29.8834114589098,31,0.523323567421604,27.0625233017178,0.669028897379578
AVBLOCK,P<1e-5,FSC-A on HLA DR+ T cell,GCST90001975,19,20.5700465448414,18,0.301656745853173,18.4295706172227,0.427709285578984
AVBLOCK,P<1e-5,SSC-A on HLA DR+ CD8+ T cell,GCST90002086,24,25.7455262036801,23,0.313025695679064,23.0783680725984,0.456202370163714
AVBLOCK,P<1e-5,CD28- CD127- CD25++ CD8+ T cell %T cell,GCST90001673,18,19.0437231407432,17,0.326028276588172,15.9530543519415,0.527165385978562
AVBLOCK,P<1e-5,CD80 on granulocyte,GCST90002040,33,44.1128876173343,32,0.0752582577539528,38.8062729483571,0.189681396675832
AVBLOCK,P<1e-5,HLA DR+ CD8+ T cell Absolute Count,GCST90001627,34,43.9200603741724,33,0.0969074617348622,38.7502154180312,0.226183289488894
AVBLOCK,P<1e-5,HLA DR on CD14+ CD16+ monocyte,GCST90002007,19,31.3648715301762,18,0.0261106479405264,27.5386440540167,0.0694320155418899
AVBLOCK,P<1e-5,BAFF-R on IgD+ CD38- naive B cell,GCST90001706,28,25.1724437238962,27,0.564798478437916,23.4496197191034,0.660638498932426
AVBLOCK,P<1e-5,Transitional B cell %lymphocyte,GCST90001578,26,21.2603465745686,25,0.678006388430256,19.4627798428805,0.77440767862825
AVBLOCK,P<1e-5,CD45 on CD8+ T cell,GCST90001917,26,30.6193322116786,25,0.201934664242995,26.4923174421009,0.381712672597328
AVBLOCK,P<1e-5,CD19 on memory B cell,GCST90001736,24,14.6151069071992,23,0.907895720455165,13.6236341508389,0.937144483205292
AVBLOCK,P<1e-5,CD33 on CD14+ monocyte,GCST90001946,21,21.1864648918396,20,0.386231362934132,16.8340505189167,0.66372167563449
AVBLOCK,P<1e-5,BAFF-R on IgD- CD24- B cell,GCST90001710,22,16.5968130987965,21,0.735237878443544,15.0229796838006,0.821796989705448
AVBLOCK,P<1e-5,FSC-A on lymphocyte,GCST90001971,17,11.5605275683342,16,0.773638263282319,10.7704620287992,0.823426891613159
AVBLOCK,P<1e-5,FSC-A on T cell,GCST90001972,22,28.5253858274885,21,0.12587014821468,24.6417806219166,0.263011940054899
AVBLOCK,P<1e-5,FSC-A on CD4+ T cell,GCST90001973,25,22.9379494179194,24,0.523463625425397,21.1869497939744,0.62767341102494
AVBLOCK,P<1e-5,SSC-A on lymphocyte,GCST90002079,21,8.16305302285464,20,0.990732902804494,7.86654655875074,0.992714465372631
AVBLOCK,P<1e-5,SSC-A on CD4+ T cell,GCST90002081,30,26.3612334132882,29,0.606125970494191,22.4114423647523,0.802762401019207
AVBLOCK,P<1e-5,CD86 on monocyte,GCST90001905,16,7.79843923938604,15,0.931608917722968,7.37872991558174,0.946275912036853
AVBLOCK,P<1e-5,CD86+ plasmacytoid Dendritic Cell %Dendritic Cell,GCST90001467,26,13.6203383920327,25,0.967953695239593,12.9267426392353,0.977386535113113
AVBLOCK,P<1e-5,CD127- CD8+ T cell %T cell,GCST90001682,14,22.0328092062024,13,0.054855501936819,18.0072828674518,0.157243131886624
AVBLOCK,P<1e-5,CD20 on IgD- CD24- B cell,GCST90001753,28,43.7398840439737,27,0.021993226543069,37.9606166406696,0.0784861318291565
AVBLOCK,P<1e-5,CD20 on IgD- CD27- B cell,GCST90001754,19,14.7755490093596,18,0.677316770337459,14.0246131475708,0.727485363616103
AVBLOCK,P<1e-5,SSC-A on granulocyte,GCST90002078,25,31.0701641054677,24,0.151769885928045,28.1775941666018,0.252620475450781
AVBLOCK,P<1e-5,CD28- CD4-CD8- T cell %CD4-CD8- T cell,GCST90001653,27,31.1603244133484,26,0.222352427132266,26.6388792821195,0.428454666655673
AVBLOCK,P<1e-5,CD28+ CD4-CD8- T cell %CD4-CD8- T cell,GCST90001656,27,31.1603244133484,26,0.222352427132266,26.6388792821195,0.428454666655673
AVBLOCK,P<1e-5,Naive CD8+ T cell Absolute Count,GCST90001551,28,37.0092141072739,27,0.094895604120921,32.4616641249434,0.21541761926166
AVBLOCK,P<1e-5,CD28+ CD45RA+ CD8+ T cell Absolute Count,GCST90001690,59,55.241847192355,58,0.578503635423879,50.6341450220809,0.742986305614578
AVBLOCK,P<1e-5,CD127- CD8+ T cell %CD8+ T cell,GCST90001683,14,12.6091196192209,13,0.478437032449181,11.6398899983904,0.557370627951264
AVBLOCK,P<1e-5,CD8 on CD28+ CD45RA- CD8+ T cell,GCST90002118,14,12.7026060275136,13,0.471036750392923,11.8717292474156,0.538189144162288
AVBLOCK,P<1e-5,Naive CD8+ T cell %T cell,GCST90001553,29,29.594435842047,28,0.382861776794675,25.3101421992815,0.610907439712136
AVBLOCK,P<1e-5,CD28+ CD45RA+ CD8+ T cell %T cell,GCST90001688,110,114.255520027176,109,0.346282199727462,102.800317701914,0.6490444104289
AVBLOCK,P<1e-5,FSC-A on CD8+ T cell,GCST90001974,18,15.5549029687056,17,0.555577793999236,14.3835916200668,0.639787396447771
AVBLOCK,P<1e-5,CD39+ CD4+ T cell %CD4+ T cell,GCST90001659,25,25.2574875436689,24,0.39187825895666,23.6724556909782,0.480449504638479
AVBLOCK,P<1e-5,CD25++ CD45RA+ CD4 not regulatory T cell Absolute Count,GCST90001507,26,19.7986157486191,25,0.757307853124649,18.1832645786911,0.834512719054787
AVBLOCK,P<1e-5,CD45RA on resting CD4 regulatory T cell,GCST90002102,29,28.0979289509119,28,0.459267063630149,25.6612156287928,0.591660613296088
AVBLOCK,P<1e-5,CD8+ Natural Killer T %lymphocyte,GCST90001632,27,37.449839198025,26,0.068052985594334,32.9393594521793,0.163864576000675
AVBLOCK,P<1e-5,Granulocytic Myeloid-Derived Suppressor Cells Absolute Count,GCST90001524,21,14.1576270500913,20,0.822414752019964,13.2631714166263,0.865809067082054
AVBLOCK,P<1e-5,CD19 on IgD- CD24- B cell,GCST90001731,23,32.9614746518601,22,0.0624178154568604,28.8491496504582,0.149218284392665
AVBLOCK,P<1e-5,CD19 on IgD- CD27- B cell,GCST90001732,26,25.6065199635385,25,0.428827949724583,23.26075441917,0.562340021059045
AVBLOCK,P<1e-5,Monocyte Absolute Count,GCST90001583,27,28.0105665046507,26,0.357938643548677,24.3515945077893,0.555868247094315
AVBLOCK,P<1e-5,CCR2 on CD14+ CD16+ monocyte,GCST90001992,37,50.7393812908827,36,0.0525556188842895,43.0748977680639,0.194304234491063
AVBLOCK,P<1e-5,SSC-A on plasmacytoid Dendritic Cell,GCST90002072,26,17.428059216391,25,0.865685800086931,16.2775249808401,0.906313013009247
AVBLOCK,P<1e-5,CD3 on HLA DR+ CD4+ T cell,GCST90001849,26,24.3807836241545,25,0.497468426006003,22.616474863415,0.599947764296835
AVBLOCK,P<1e-5,CCR2 on granulocyte,GCST90002018,17,31.788141574879,16,0.0106539556823027,27.8432400646539,0.0330098315313257
AVBLOCK,P<1e-5,CD4 on CD4+ T cell,GCST90002022,22,17.2435407528625,21,0.696241508672566,15.641532262717,0.789441730632917
AVBLOCK,P<1e-5,CD3 on CD39+ CD8+ T cell,GCST90001866,16,14.1218410582211,15,0.516309218666366,13.142029114938,0.59132857624792
AVBLOCK,P<1e-5,SSC-A on CD14+ monocyte,GCST90002074,23,35.6657581854691,22,0.0329655589655723,32.3362635674839,0.0718410987778159
AVBLOCK,P<1e-5,CD4+ T cell %T cell,GCST90001591,23,20.4375146597429,22,0.555692590623743,18.5194681268747,0.674783320708385
AVBLOCK,P<1e-5,CD28 on CD39+ secreting CD4 regulatory T cell,GCST90001888,21,29.4186311918091,20,0.0798375955339077,26.4045981074257,0.152861206833315
AVBLOCK,P<1e-5,Central Memory CD4+ T cell Absolute Count,GCST90001537,28,41.3190004454313,27,0.0383674019180371,36.3508949657534,0.107835348097065
AVBLOCK,P<1e-5,CD4 regulatory T cell %T cell,GCST90001479,16,13.4642760306138,15,0.566484431102264,11.8149434340736,0.69297898988643
AVBLOCK,P<1e-5,HLA DR on B cell,GCST90002116,22,24.3000809726312,21,0.278747072001958,22.5425968838281,0.368841986914992
AVBLOCK,P<1e-5,CD16-CD56 on Natural Killer T,GCST90001883,28,23.9079612994612,27,0.635416547588297,22.2129132454242,0.726480890127493
AVBLOCK,P<1e-5,CD45 on Granulocytic Myeloid-Derived Suppressor Cells,GCST90002047,18,19.740734600432,17,0.287704598711971,17.588061254045,0.415262692832807
AVBLOCK,P<1e-5,Effector Memory CD4-CD8- T cell %T cell,GCST90001571,23,22.5302368032425,22,0.428647447431368,20.6370905437587,0.543252786659306
AVBLOCK,P<1e-5,IgD+ B cell %B cell,GCST90001391,17,23.4524468238305,16,0.102164463252444,19.6501479974862,0.236392723950465
AVBLOCK,P<1e-5,CD11c+ monocyte %monocyte,GCST90001449,20,13.3162979788859,19,0.821992436444378,12.5711364467083,0.859784337471753
AVBLOCK,P<1e-5,IgD on IgD+ CD38dim B cell,GCST90001825,22,13.3963817012933,21,0.894106835817635,12.819004875176,0.914831101096656
AVBLOCK,P<1e-5,CD4 on Terminally Differentiated CD4+ T cell,GCST90002026,24,21.6263715356798,23,0.542892574502107,20.0452035787941,0.639183356649015
AVBLOCK,P<1e-5,CD80 on monocyte,GCST90002039,23,22.971106983979,22,0.403362661658401,19.8534856338564,0.592204136265394
AVBLOCK,P<1e-5,CD38 on transitional B cell,GCST90001819,24,20.5271912992073,23,0.609936838575398,19.31180786183,0.682985830753759
AVBLOCK,P<1e-5,CD8 on HLA DR+ CD8+ T cell,GCST90002060,25,13.4220532465549,24,0.958646162592637,12.8340668875168,0.968777116884685
AVBLOCK,P<1e-5,CD28 on CD39+ CD8+ T cell,GCST90001897,20,21.7866320143718,19,0.29500362240498,18.7923276011712,0.470229510603595
AVBLOCK,P<1e-5,BAFF-R on switched memory B cell,GCST90001718,19,17.5542789587944,18,0.485357557664855,15.7953851095282,0.606824949426038
AVBLOCK,P<1e-5,HLA DR+ T cell%T cell,GCST90001619,31,35.5656453442986,30,0.222641754806559,31.8572245118095,0.374196997374491
AVBLOCK,P<1e-5,HLA DR+ T cell%lymphocyte,GCST90001620,25,24.3361950332309,24,0.442513191043346,21.8169046568604,0.590194152942279
AVBLOCK,P<1e-5,CD24 on transitional B cell,GCST90001774,20,20.1224771287502,19,0.3872423211497,17.1928000583161,0.576807819862667
AVBLOCK,P<1e-5,Central Memory CD4+ T cell %CD4+ T cell,GCST90001538,32,33.0626854052489,31,0.366663150116018,26.0575386437655,0.718562385727427
AVBLOCK,P<1e-5,CD39+ secreting CD4 regulatory T cell %secreting CD4 regulatory T cell,GCST90001496,28,35.298680334482,27,0.13146019387388,31.8980383102974,0.235881537966904
AVBLOCK,P<1e-5,CD86+ plasmacytoid Dendritic Cell Absolute Count,GCST90001466,20,12.8888242003667,19,0.844213437405,11.5927559997363,0.902287529424292
AVBLOCK,P<1e-5,CD45 on CD33+ HLA DR+ CD14dim,GCST90002043,16,10.5228612856137,15,0.785626788388475,9.26899013042522,0.863037925842827
AVBLOCK,P<1e-5,Natural Killer T Absolute Count,GCST90001621,34,46.1803078197058,33,0.0635415269380673,40.641537150281,0.169239659811571
AVBLOCK,P<1e-5,HLA DR+ Natural Killer %Natural Killer,GCST90001649,23,15.1370202234685,22,0.85629090639831,14.147713667683,0.896153742887483
AVBLOCK,P<1e-5,HLA DR+ Natural Killer  %CD3- lymphocyte,GCST90001650,23,18.5658568019634,22,0.671961360760395,16.4179226435433,0.794616821290544
AVBLOCK,P<1e-5,IgD+ CD38+ B cell Absolute Count,GCST90001392,29,29.668756701093,28,0.379224254977754,26.831031366434,0.527462181135258
AVBLOCK,P<1e-5,IgD- CD38+ B cell %B cell,GCST90001410,18,14.3994924235533,17,0.638649268205683,13.5912051535075,0.695797915239591
AVBLOCK,P<1e-5,BAFF-R on IgD+ CD38+ B cell,GCST90001708,27,33.3060801708792,26,0.153402141823081,30.8273191878467,0.234763327977496
AVBLOCK,P<1e-5,CD45RA+ CD28- CD8+ T cell %T cell,GCST90001700,206,226.545633838629,205,0.144215739271152,206.747879874574,0.452643134676304
AVBLOCK,P<1e-5,CD8+ Natural Killer T %T cell,GCST90001631,27,35.8819891970368,26,0.0938609361856037,30.2792786510792,0.256202655066692
AVBLOCK,P<1e-5,PDL-1 on CD14+ CD16- monocyte,GCST90001993,15,12.522156812678,14,0.564445135882009,11.2847869860773,0.663533008908448
AVBLOCK,P<1e-5,CD64 on monocyte,GCST90002006,29,48.9554712651881,28,0.00843808957216521,39.2419895615599,0.0771084946369793
AVBLOCK,P<1e-5,IgD on IgD+ CD38- unswitched memory B cell,GCST90001823,17,11.9259598133699,16,0.749060657591129,10.9457595075148,0.812820812253495
AVBLOCK,P<1e-5,CD20- CD38- B cell %lymphocyte,GCST90001444,23,21.00361847989,22,0.520514505997287,19.2988471118604,0.626809100894243
AVBLOCK,P<1e-5,CD3- lymphocyte %leukocyte,GCST90001641,20,11.869275773416,19,0.891136688587396,10.2643491290053,0.946120535237025
AVBLOCK,P<1e-5,CD4 regulatory T cell Absolute Count,GCST90001513,21,25.1670023222411,20,0.195116550815292,20.894672599219,0.403355290083985
AVBLOCK,P<1e-5,IgD on IgD+ CD38+ B cell,GCST90001824,25,34.422502421685,24,0.0774352954582139,28.8248759750094,0.226791357416193
AVBLOCK,P<1e-5,IgD on transitional B cell,GCST90001828,32,30.9207259802308,31,0.470212497503111,27.099796761183,0.667150986778688
AVBLOCK,P<1e-5,CD25 on IgD- CD27- B cell,GCST90001786,21,26.3315869849672,20,0.155137756339453,23.2980264978708,0.274398840214351
AVBLOCK,P<1e-5,CD25 on IgD- CD38- B cell,GCST90001787,22,15.1587068038034,21,0.814904912882742,14.2035348106639,0.860698804449967
AVBLOCK,P<1e-5,CD28- CD25++ CD8+ T cell %CD8+ T cell,GCST90001677,25,35.0214660690584,24,0.0680831725963142,29.5093523600838,0.201548947233331
AVBLOCK,P<1e-5,CD33+ HLA DR+ CD14dim %CD33+ HLA DR+,GCST90001521,25,23.6675070088658,24,0.480736107031639,22.0057013332742,0.578926455910115
AVBLOCK,P<1e-5,CD45 on Monocytic Myeloid-Derived Suppressor Cells,GCST90002049,17,18.139924628866,16,0.315767183684476,16.4981424582539,0.41876724976042
AVBLOCK,P<1e-5,HLA DR++ monocyte %monocyte,GCST90001475,22,44.2260138297608,21,0.00218561868250008,36.5713052342114,0.0188441559135205
AVBLOCK,P<1e-5,CD45 on HLA DR+ T cell,GCST90001918,18,12.2468410179428,17,0.784965002817709,10.5581909739851,0.878588663889311
AVBLOCK,P<1e-5,CD28- CD127- CD25++ CD8+ T cell Absolute Count,GCST90001675,29,24.7962450000015,28,0.63890157716577,21.9441202826339,0.783871654269645
AVBLOCK,P<1e-5,CD28- CD25++ CD8+ T cell Absolute Count,GCST90001678,25,30.5580480641015,24,0.16693836296072,25.9165103872532,0.35741486927668
AVBLOCK,P<1e-5,CD14 on CD14+ CD16- monocyte,GCST90001986,16,21.6851943912899,15,0.116328072499315,19.7782555609118,0.18060510528457
AVBLOCK,P<1e-5,CD80 on CD62L+ myeloid Dendritic Cell,GCST90002036,26,35.884434573813,25,0.0733717555499291,29.9752593528878,0.225216722705948
AVBLOCK,P<1e-5,Secreting CD4 regulatory T cell Absolute Count,GCST90001492,23,33.2731417465016,22,0.0581336220315825,27.525213221384,0.191953979098933
AVBLOCK,P<1e-5,CD66b on CD66b++ myeloid cell,GCST90001836,26,23.7055522489423,25,0.536434848270861,20.6035384768254,0.714494389223113
AVBLOCK,P<1e-5,CD19 on IgD- CD38- B cell,GCST90001733,22,36.8270214331772,21,0.0176201637909599,31.1226876531009,0.0716402118053899
AVBLOCK,P<1e-5,CD38 on IgD- CD38+ B cell,GCST90001814,14,11.8351756146935,13,0.541203659141581,10.7750916632572,0.629652511522392
AVBLOCK,P<1e-5,CD39 on CD39+ CD8+ T cell,GCST90002029,23,31.8895988041305,22,0.0792978074400196,25.8486195031458,0.258238282857126
AVBLOCK,P<1e-5,Terminally Differentiated CD4-CD8- T cell Absolute Count,GCST90001572,22,22.2864067185155,21,0.383169620287752,20.5290203467921,0.488009143842117
AVBLOCK,P<1e-5,FSC-A on Natural Killer T,GCST90001976,20,33.8314495247472,19,0.0192367810763361,29.2954817459523,0.0614772123150679
AVBLOCK,P<1e-5,CD19 on CD20- CD38- B cell,GCST90001722,19,26.6085048733081,18,0.0866369747772882,22.996585970916,0.190721357837202
AVBLOCK,P<1e-5,CD20 on CD20- CD38- B cell,GCST90001744,16,19.3500202267028,15,0.198308551591275,16.7757811815254,0.332444002870435
AVBLOCK,P<1e-5,CD27 on Plasma Blast-Plasma Cell,GCST90001807,19,23.0720165690968,18,0.187837835702906,20.5828017429607,0.300981064083629
AVBLOCK,P<1e-5,CD62L on CD62L+ Dendritic Cell,GCST90001833,26,38.1652672217861,25,0.0445713290874047,31.9196275742146,0.16035087753509
AVBLOCK,P<1e-5,HLA DR on HLA DR+ CD4+ T cell,GCST90002114,22,21.8732959902505,21,0.406842676566219,19.5658246039266,0.548891480610487
AVBLOCK,P<1e-5,IgD+ CD38- B cell Absolute Count,GCST90001396,17,15.6874214895702,16,0.474981227375925,14.39290737541,0.569468195562736
AVBLOCK,P<1e-5,IgD+ CD38- B cell %lymphocyte,GCST90001431,20,25.7687901681303,19,0.136761396204165,21.6738497121275,0.300787622896857
AVBLOCK,P<1e-5,CD28 on CD28+ CD45RA+ CD8+ T cell,GCST90001896,15,19.1876426599018,14,0.157902522616694,16.5861212787768,0.278904758271971
AVBLOCK,P<1e-5,SSC-A on B cell,GCST90002075,13,12.2705982907857,12,0.424199615521344,11.1570289092324,0.515511425370099
AVBLOCK,P<1e-5,IgD- CD27- B cell Absolute Count,GCST90001401,25,21.6942953657778,24,0.597507473405775,19.4448144360749,0.727870118804817
AVBLOCK,P<1e-5,CD3 on CD39+ CD4+ T cell,GCST90001860,27,28.4465345268375,26,0.336842342932659,25.6357341736058,0.483261333969082
AVBLOCK,P<1e-5,CD123 on plasmacytoid Dendritic Cell,GCST90001944,18,13.4306219286268,17,0.706915517806156,12.0517549539534,0.796993158432765
AVBLOCK,P<1e-5,CD123 on CD62L+ plasmacytoid Dendritic Cell,GCST90001945,18,13.4306393960408,17,0.706914313939939,12.0587499313714,0.796566682275113
AVBLOCK,P<1e-5,HLA DR on CD14- CD16-,GCST90002009,25,26.5682728005346,24,0.324975256228867,24.3491733842136,0.441782371415913
AVBLOCK,P<1e-5,Central Memory CD4+ T cell %T cell,GCST90001539,24,41.554949532393,23,0.0102246815871525,31.8158663783653,0.104033768990202
