id,trait,nIV,method,mean_F,min_F,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90002090,CD11c on granulocyte,3,IVW,78.1204470781442,33.9120102731566,-0.0685251356793389,0.0430787176615516,0.933769988865525,0.858164543451743,1.01603637526065,0.11167805037792,0.772212102444612
ebi-a-GCST90001635,CD8dim Natural Killer T %lymphocyte,6,IVW,58.5277545481974,31.1488848688864,0.0698145711092605,0.0439155540310582,1.07230932568921,0.983871564046796,1.16869653720916,0.111892097292903,0.772212102444612
ebi-a-GCST90001570,Effector Memory CD4-CD8- T cell %CD4-CD8- T cell,3,IVW,42.3997998617964,30.6516077433257,0.0731207798740735,0.0460029063545865,1.07586047136006,0.983099526173778,1.17737393114204,0.111951672183074,0.772212102444612
ebi-a-GCST90001967,FSC-A on CD14+ monocyte,1,Wald,32.1619708935174,32.1619708935174,0.41478247642227,0.265248859142075,1.51404136517529,0.900229734661597,2.54637362797571,0.117876668827387,0.786144793350051
ebi-a-GCST90001392,IgD+ CD38+ B cell Absolute Count,2,IVW,33.0257053086255,32.1159115163981,0.225063529344277,0.144187001165014,1.25240227796007,0.944081300683979,1.66141566907766,0.118544009868887,0.786144793350051
ebi-a-GCST90001834,CD62L on monocyte,2,IVW,138.797080220324,46.8018359633173,-0.0644519639984579,0.0414366786969032,0.93758115082996,0.864444777170499,1.01690522935307,0.119843057156128,0.786144793350051
ebi-a-GCST90001896,CD28 on CD28+ CD45RA+ CD8+ T cell,3,IVW,136.597212555596,32.9556002959782,0.0694541958922248,0.0448308683350169,1.07192296160544,0.981754201388097,1.17037322986994,0.121321778218228,0.786144793350051
ebi-a-GCST90001724,CD19 on IgD+ CD24+ B cell,4,IVW,36.8065325395139,33.5013242842235,-0.0565437666712425,0.0365656790631349,0.945025122986152,0.879666432246031,1.01523992542802,0.122017231685507,0.786144793350051
ebi-a-GCST90001997,CX3CR1 on CD14+ CD16- monocyte,3,IVW,174.862885571919,98.6725038020868,0.0491145190032147,0.0317997210899528,1.05034062781462,0.986873973294408,1.1178888736474,0.122468394786198,0.786144793350051
ebi-a-GCST90002062,CD4 on CD28+ CD4+ T cell,2,IVW,39.423392269528,37.7833828761819,-0.105008953146803,0.0680926296229873,0.900316461884729,0.787831923277663,1.02886124259649,0.123037488250832,0.786144793350051
ebi-a-GCST90001877,HVEM on naive CD4+ T cell,1,Wald,42.5286148150175,42.5286148150175,-0.110352657004831,0.0718985507246377,0.895518268813087,0.777809365418134,1.03104051639552,0.12482352623359,0.789248754414472
ebi-a-GCST90001568,Naive CD4-CD8- T cell %T cell,1,Wald,33.9793886777519,33.9793886777519,-0.204809461235217,0.134061760840999,0.814802553093651,0.626522549495569,1.05966369616299,0.126580908769949,0.792109398178962
ebi-a-GCST90002074,SSC-A on CD14+ monocyte,6,IVW,150.884236168534,43.6902346359995,-0.0594874939080231,0.039261163223532,0.942247317349161,0.872459212520177,1.01761778007606,0.129728344383731,0.803521480009436
ebi-a-GCST90001577,Transitional B cell Absolute Count,1,Wald,33.152740258465,33.152740258465,0.220088,0.14683580952381,1.24618639016462,0.934531273958148,1.66177479802681,0.133906989045005,0.819743476296854
ebi-a-GCST90001634,CD8dim Natural Killer T %T cell,5,IVW,66.0352541840894,30.5045799707579,0.0674338801557653,0.0455004899567875,1.06975952492629,0.978487682706284,1.16954506571345,0.138327698844309,0.819743476296854
ebi-a-GCST90001867,CD3 on CD4+ T cell,2,IVW,41.0128263334809,30.3498482032101,-0.0893821111595011,0.0606258588307593,0.914496067650878,0.812037470078878,1.02988234972419,0.140394587259475,0.819743476296854
ebi-a-GCST90001582,CD14+ CD16- monocyte Absolute Count,3,IVW,37.2162885090547,36.9099803302223,0.115798827605387,0.0788380080614558,1.122769979087,0.962016508178393,1.31038544060541,0.141881670852751,0.819743476296854
ebi-a-GCST90001736,CD19 on memory B cell,3,IVW,33.5498489234884,32.7774188920476,-0.0591839189033833,0.0406401626205046,0.942533403505003,0.87036846183706,1.02068176372989,0.145312084735039,0.819743476296854
ebi-a-GCST90001878,HVEM on Effector Memory CD4+ T cell,1,Wald,53.8599753626941,53.8599753626941,-0.0903223455933379,0.0620437196391395,0.913636631057719,0.809022915927169,1.0317778114528,0.145451933502942,0.819743476296854
ebi-a-GCST90001735,CD19 on IgD- CD38dim B cell,4,IVW,39.8577860227869,30.3893783786919,-0.0491672988186015,0.0339174682035185,0.952021844244917,0.890790920212226,1.01746164150793,0.147165679164387,0.819743476296854
ebi-a-GCST90001713,BAFF-R on IgD- CD38+ B cell,3,IVW,78.7411098342662,32.408771126537,-0.0749958526987895,0.0517801119907506,0.927747333968215,0.838211459354034,1.02684723058838,0.147518502462259,0.819743476296854
ebi-a-GCST90001580,CD14+ CD16+ monocyte Absolute Count,3,IVW,209.859140981459,38.0862666508301,-0.0589890808294289,0.0409951074293953,0.94271706278931,0.869932643677477,1.02159111620093,0.150170419601091,0.819743476296854
ebi-a-GCST90001604,T cell %lymphocyte,2,IVW,58.5447978122298,52.7411510792609,-0.0930141845271557,0.0649843864328616,0.911180575538858,0.802211025280423,1.03495216978488,0.15233529531861,0.819743476296854
ebi-a-GCST90001790,CD25 on memory B cell,4,IVW,95.5658465447806,31.5677791049709,-0.0589619939704101,0.0413013807491712,0.942742598379322,0.86943413347806,1.02223224575232,0.153406027791362,0.819743476296854
