Outcome,Immunophenotype,GWAS Catalog accession,Instruments,Method,OR,OR 95%CI lower,OR 95%CI upper,P,FDR
I9_LBBB,CD4+CD8+ T cell Absolute Count,GCST90001594,18,IVW,0.92554731614106,0.830325007598956,1.03168979204065,0.162480967615555,0.982405835569941
I9_LBBB,CD25 on CD45RA- CD4 not regulatory T cell,GCST90001933,26,IVW,1.00190485989233,0.954670064184775,1.05147672052863,0.938434942902496,0.987549834209795
I9_LBBB,HVEM on T cell,GCST90001871,25,IVW,0.985333665617622,0.935822224023568,1.0374646035068,0.574312959958819,0.984642438626707
I9_LBBB,CX3CR1 on CD14+ CD16+ monocyte,GCST90001996,34,IVW,0.967182732672967,0.914292227092922,1.02313287881171,0.244850529412473,0.982405835569941
I9_LBBB,CD33dim HLA DR+ CD11b+ Absolute Count,GCST90001525,26,IVW,0.976318898442587,0.923985045257059,1.0316169037032,0.393873612066551,0.984642438626707
I9_LBBB,CD45RA- CD4+ T cell %T cell,GCST90001536,26,IVW,0.982786295504622,0.958790594203328,1.00738253845122,0.168580371668275,0.982405835569941
I9_LBBB,CD45RA- CD4+ T cell %CD4+ T cell,GCST90001535,30,IVW,1.02585525223159,0.960788104833437,1.09532892136876,0.445150843639892,0.984642438626707
I9_LBBB,Memory B cell Absolute Count,GCST90001407,17,IVW,1.00542894600861,0.962806379198421,1.04993837526668,0.806470053895596,0.984642438626707
I9_LBBB,CD45RA on naive CD4+ T cell,GCST90002098,33,IVW,0.988424641728088,0.941186763173451,1.03803337509885,0.641220831894699,0.984642438626707
I9_LBBB,CD33 on Monocytic Myeloid-Derived Suppressor Cells,GCST90001952,21,IVW,0.983824322265958,0.944041327476453,1.0252838185267,0.43871825210171,0.984642438626707
I9_LBBB,CD33 on Immature Myeloid-Derived Suppressor Cells,GCST90001955,23,IVW,0.97652923975786,0.935827329240335,1.0190013972729,0.274207367363808,0.984642438626707
I9_LBBB,CD127 on CD8+ T cell,GCST90001927,25,IVW,0.958922677183754,0.883356180034624,1.04095349260048,0.316545071183287,0.984642438626707
I9_LBBB,CD28+ CD45RA+ CD8+ T cell %CD8+ T cell,GCST90001689,41,IVW,0.999266829730333,0.991248472967747,1.00735004817687,0.858385259531459,0.984642438626707
I9_LBBB,CD39+ CD4+ T cell Absolute Count,GCST90001660,29,IVW,0.975424547294248,0.930690927401316,1.0223082867272,0.298872136348449,0.984642438626707
I9_LBBB,CD33 on CD33dim HLA DR+ CD11b-,GCST90001949,22,IVW,1.01658252257693,0.974386614303684,1.06060572881268,0.44702859930392,0.984642438626707
I9_LBBB,Central Memory CD8+ T cell %CD8+ T cell,GCST90001549,31,IVW,1.01542783194112,0.933237523822763,1.10485664748781,0.722201848421151,0.984642438626707
I9_LBBB,CD64 on CD14- CD16+ monocyte,GCST90001990,20,IVW,1.06624140849435,0.974886018079139,1.16615760212465,0.160480603563365,0.982405835569941
I9_LBBB,CD33 on basophil,GCST90001954,22,IVW,0.99064526883331,0.958665346849691,1.02369200251868,0.574534596816339,0.984642438626707
I9_LBBB,CD4+ T cell Absolute Count,GCST90001590,24,IVW,1.00962947101576,0.948488570148145,1.07471159993456,0.7636547570479,0.984642438626707
I9_LBBB,Lymphocyte Absolute Count,GCST90001601,19,IVW,1.05464154145555,0.960376598708354,1.15815897894604,0.265420254258878,0.984642438626707
I9_LBBB,Naive-mature B cell Absolute Count,GCST90001409,23,IVW,1.01105886473483,0.959000219270582,1.06594347677668,0.683431363840533,0.984642438626707
I9_LBBB,CD3 on CD28- CD8+ T cell,GCST90001865,20,IVW,1.07512684523532,0.986055369718819,1.17224424595474,0.100644503567042,0.963734033871956
I9_LBBB,CD27 on CD20- CD38- B cell,GCST90001797,20,IVW,1.02273374283521,0.944642871052625,1.10728015929255,0.579093398592628,0.984642438626707
I9_LBBB,CD4 on HLA DR+ CD4+ T cell,GCST90001959,21,IVW,1.10651040589696,0.988604945834844,1.23847779997128,0.0782997889635103,0.963734033871956
I9_LBBB,CD20 on unswitched memory B cell,GCST90001760,22,IVW,1.03849004033341,0.97206008912479,1.10945977099286,0.262799153933298,0.984642438626707
I9_LBBB,T cell Absolute Count,GCST90001603,19,IVW,1.0125125979407,0.928694513313802,1.10389557200088,0.777900951766906,0.984642438626707
I9_LBBB,HLA DR+ CD4+ T cell %T cell,GCST90001625,25,IVW,0.992224391118805,0.902009320204776,1.09146238323522,0.872485715336208,0.984642438626707
I9_LBBB,B cell Absolute Count,GCST90001642,30,IVW,1.02812795120422,0.940147344726641,1.12434193424726,0.543342995761326,0.984642438626707
I9_LBBB,CD28+ CD45RA+ CD8dim T cell Absolute Count,GCST90001666,54,IVW,0.997884098136094,0.99123327295565,1.00457954800458,0.534718980108642,0.984642438626707
I9_LBBB,CD24 on IgD+ CD38+ B cell,GCST90001768,25,IVW,1.03556402751474,0.973693423156627,1.1013660250533,0.26620909727318,0.984642438626707
I9_LBBB,Resting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001481,30,IVW,0.996170901139484,0.957476718014793,1.03642881921409,0.849464826376352,0.984642438626707
I9_LBBB,Secreting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001493,31,IVW,0.973283900739563,0.92959936911266,1.01902129338044,0.247772177177012,0.982405835569941
I9_LBBB,Activated & resting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001499,29,IVW,1.02266631401823,0.978175300561355,1.06918094254418,0.323327808652616,0.984642438626707
I9_LBBB,Activated & secreting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001502,38,IVW,1.00449497051629,0.991981015669736,1.01716679034557,0.483177617446966,0.984642438626707
I9_LBBB,CD39+ activated CD4 regulatory T cell Absolute Count,GCST90001489,30,IVW,1.02872805678235,0.998319758709842,1.06006257572106,0.0642920089902603,0.963734033871956
I9_LBBB,FSC-A on Natural Killer,GCST90001969,18,IVW,1.011212131318,0.939529351139748,1.08836405513488,0.766297443733503,0.984642438626707
I9_LBBB,SSC-A on Natural Killer,GCST90002076,23,IVW,0.956609806474858,0.892017223049441,1.02587965590564,0.213621784936092,0.982405835569941
I9_LBBB,SSC-A on Natural Killer T,GCST90002084,20,IVW,0.96557248952596,0.92862514904868,1.00398985907767,0.0784137186669215,0.963734033871956
I9_LBBB,CD45RA- CD28- CD8+ T cell Absolute Count,GCST90001695,350,IVW,0.999994800648212,0.999971427739849,1.00001817410288,0.662836857705868,0.984642438626707
I9_LBBB,BAFF-R on IgD- CD38+ B cell,GCST90001713,15,IVW,0.985537946791,0.89253202037463,1.08823551692558,0.77331182835511,0.984642438626707
I9_LBBB,CD14 on CD14+ CD16+ monocyte,GCST90001983,15,IVW,0.949474743389906,0.845404143562041,1.06635660021362,0.381402996827215,0.984642438626707
I9_LBBB,CD20 on IgD+ CD24- B cell,GCST90001747,25,IVW,1.00603033022211,0.957107167280348,1.05745423284491,0.813139287222252,0.984642438626707
I9_LBBB,CD20 on IgD+ CD38dim B cell,GCST90001752,28,IVW,1.05422398685637,0.986523768412775,1.12657013449505,0.11891621511939,0.982284245304452
I9_LBBB,CD38 on naive-mature B cell,GCST90001816,26,IVW,1.02573453530139,0.96194641941762,1.09375253722233,0.437950202756167,0.984642438626707
I9_LBBB,IgD on IgD+ CD24+ B cell,GCST90001820,28,IVW,1.01073038697802,0.959009621766938,1.06524052728327,0.690439101563679,0.984642438626707
I9_LBBB,CD24 on IgD+ CD38- B cell,GCST90001766,22,IVW,0.99226796040729,0.938493904383356,1.04912317560313,0.784811892664141,0.984642438626707
I9_LBBB,Hematopoietic Stem Cell Absolute Count,GCST90001514,19,IVW,0.951769687688273,0.875167305004333,1.03507698839109,0.248220463253193,0.982405835569941
I9_LBBB,CCR2 on CD14+ CD16- monocyte,GCST90002004,27,IVW,1.0022375324189,0.968062504032894,1.03761902480936,0.899520565532382,0.984642438626707
I9_LBBB,Monocytic Myeloid-Derived Suppressor Cells Absolute Count,GCST90001530,19,IVW,1.03234772407506,0.973609308941692,1.09462986191186,0.286804814150175,0.984642438626707
I9_LBBB,CD3 on CD8+ T cell,GCST90001859,23,IVW,1.03766214961677,0.983001243765421,1.09536253751094,0.180561573668567,0.982405835569941
I9_LBBB,CD8+ Natural Killer T Absolute Count,GCST90001630,26,IVW,0.992140141819493,0.889485845113383,1.10664162495372,0.887392197832255,0.984642438626707
I9_LBBB,CD39+ resting CD4 regulatory T cell Absolute Count,GCST90001483,28,IVW,0.947302443643975,0.904245379821686,0.992409737178649,0.0225465435084573,0.694938946636203
I9_LBBB,CD39+ resting CD4 regulatory T cell %CD4 regulatory T cell,GCST90001485,36,IVW,1.01365483499285,0.999451645162805,1.02805986610489,0.0595902657408564,0.963734033871956
I9_LBBB,CD127 on CD45RA+ CD4+ T cell,GCST90001932,22,IVW,1.02861724052001,0.956586042468311,1.10607240804482,0.446215812056374,0.984642438626707
I9_LBBB,HVEM on naive CD8+ T cell,GCST90001872,21,IVW,1.02762124834877,0.98423677138485,1.07291808308691,0.215700848704729,0.982405835569941
I9_LBBB,HVEM on CD8+ T cell,GCST90001881,16,IVW,1.03066387957601,0.955941164056796,1.11122741922176,0.431539229454344,0.984642438626707
I9_LBBB,CD8 on CD28+ CD45RA+ CD8+ T cell,GCST90002119,22,IVW,0.966047161758689,0.891062280706663,1.04734218802517,0.402068635501515,0.984642438626707
I9_LBBB,CD14+ CD16- monocyte Absolute Count,GCST90001582,28,IVW,0.960185766127037,0.918003753923369,1.00430602983125,0.0763049767336887,0.963734033871956
I9_LBBB,IgD+ CD38+ B cell %lymphocyte,GCST90001429,25,IVW,1.06989626504755,0.986830519890659,1.1599540092148,0.101318607163605,0.963734033871956
I9_LBBB,PDL-1 on monocyte,GCST90002002,15,IVW,0.953921272042909,0.861571646484298,1.05616961394811,0.363846637430612,0.984642438626707
I9_LBBB,CD45 on HLA DR+ CD8+ T cell,GCST90001921,18,IVW,0.969035868909691,0.91372489637957,1.02769500858985,0.294199778649949,0.984642438626707
I9_LBBB,CD28- CD8dim T cell Absolute Count,GCST90001663,28,IVW,0.984835310554049,0.925028318405289,1.04850907763144,0.632607864202093,0.984642438626707
I9_LBBB,IgD+ CD38- B cell %B cell,GCST90001395,22,IVW,1.01363957127159,0.968583095318265,1.06079198100194,0.55923003390266,0.984642438626707
I9_LBBB,CD33+ HLA DR+ CD14dim Absolute Count,GCST90001520,28,IVW,0.995430107073132,0.953287374941692,1.03943587643572,0.835594501379438,0.984642438626707
I9_LBBB,CD4RA on Terminally Differentiated CD4+ T cell,GCST90002099,33,IVW,1.0199958690973,0.977017901218409,1.0648643916126,0.367363957728328,0.984642438626707
I9_LBBB,CD4 on CD45RA+ CD4+ T cell,GCST90002027,27,IVW,0.971713835879049,0.901471076785201,1.04742992110856,0.453535308043155,0.984642438626707
I9_LBBB,Activated CD4 regulatory T cell %CD4+ T cell,GCST90001488,19,IVW,0.958272350671199,0.891570778322352,1.02996410423951,0.246891689989405,0.982405835569941
I9_LBBB,Natural Killer %lymphocyte,GCST90001647,27,IVW,1.02527836168109,0.966395785028322,1.08774865869335,0.408083557363726,0.984642438626707
I9_LBBB,Unswitched memory B cell %lymphocyte,GCST90001432,22,IVW,0.945519002495938,0.859949302544437,1.03960335968145,0.247065343069151,0.982405835569941
I9_LBBB,CD4 on Effector Memory CD4+ T cell,GCST90002025,20,IVW,0.958662631543529,0.89498612030798,1.0268696019573,0.228638302396416,0.982405835569941
I9_LBBB,CD45RA+ CD28- CD8+ T cell Absolute Count,GCST90001698,719,IVW,0.999995304785021,0.999980478560743,1.00001013122912,0.534801728775124,0.984642438626707
I9_LBBB,CD62L on monocyte,GCST90001834,25,IVW,0.975966339813373,0.926855546734345,1.02767933989796,0.355740393216362,0.984642438626707
I9_LBBB,CX3CR1 on CD14- CD16+ monocyte,GCST90002012,18,IVW,1.0079482987917,0.93971813128296,1.08113245793185,0.824795768870624,0.984642438626707
I9_LBBB,CD4 on CD39+ activated CD4 regulatory T cell,GCST90002067,23,IVW,1.00810769495446,0.917777754022888,1.10732813055419,0.866113963390036,0.984642438626707
I9_LBBB,CD28+ CD45RA- CD8dim T cell %T cell,GCST90001667,28,IVW,0.977010896007887,0.954783524817838,0.999755720649088,0.047612867466804,0.963471329495949
I9_LBBB,CD4 on CD28+ CD4+ T cell,GCST90002062,21,IVW,0.962656347725855,0.880261488126072,1.05276358936216,0.404463637269573,0.984642438626707
I9_LBBB,CD3 on CD45RA+ CD4+ T cell,GCST90001858,32,IVW,1.09347557367713,1.04340053271065,1.14595382381323,0.000186671521712359,0.136456882371735
I9_LBBB,FSC-A on HLA DR+ T cell,GCST90001975,19,IVW,1.02099636979804,0.981892324816673,1.0616577406646,0.297008346250495,0.984642438626707
I9_LBBB,SSC-A on HLA DR+ CD8+ T cell,GCST90002086,24,IVW,0.983610400478437,0.916816847275586,1.05527011507734,0.645091877976689,0.984642438626707
I9_LBBB,CD28- CD127- CD25++ CD8+ T cell %T cell,GCST90001673,18,IVW,1.02974244635316,0.961112398886397,1.10327315207878,0.404919275917866,0.984642438626707
I9_LBBB,CD80 on granulocyte,GCST90002040,33,IVW,1.02879066223825,0.971611690079302,1.08933459479293,0.330609536114388,0.984642438626707
I9_LBBB,HLA DR+ CD8+ T cell Absolute Count,GCST90001627,34,IVW,0.994810002951608,0.943338458465596,1.04908999849567,0.847763291538614,0.984642438626707
I9_LBBB,HLA DR on CD14+ CD16+ monocyte,GCST90002007,19,IVW,0.994220877382424,0.957505161811516,1.03234446397445,0.762729119410012,0.984642438626707
I9_LBBB,BAFF-R on IgD+ CD38- naive B cell,GCST90001706,28,IVW,0.997963255562544,0.949093108648824,1.04934979548092,0.936564746106567,0.987549834209795
I9_LBBB,Transitional B cell %lymphocyte,GCST90001578,26,IVW,0.89600703354926,0.805603467781903,0.996555546589441,0.0430127758323,0.954921449513042
I9_LBBB,CD45 on CD8+ T cell,GCST90001917,26,IVW,1.00556228708711,0.987526690755914,1.02392727475331,0.548038782226092,0.984642438626707
I9_LBBB,CD19 on memory B cell,GCST90001736,24,IVW,1.06340494100058,0.987088818870376,1.14562139386664,0.105667057632634,0.963734033871956
I9_LBBB,CD33 on CD14+ monocyte,GCST90001946,21,IVW,1.00570108849181,0.965457901840535,1.04762173209772,0.784971518958297,0.984642438626707
I9_LBBB,BAFF-R on IgD- CD24- B cell,GCST90001710,22,IVW,0.986782767906677,0.927781056130639,1.04953666018856,0.672309516859249,0.984642438626707
I9_LBBB,FSC-A on lymphocyte,GCST90001971,17,IVW,0.985148163359088,0.921897421488515,1.05273849470451,0.65851478294706,0.984642438626707
I9_LBBB,FSC-A on T cell,GCST90001972,22,IVW,0.996778706832339,0.946810231221131,1.0493842985969,0.902137536827517,0.984642438626707
I9_LBBB,FSC-A on CD4+ T cell,GCST90001973,25,IVW,0.99764554510075,0.953790293417198,1.04351726006087,0.918141496387644,0.985145148811227
I9_LBBB,SSC-A on lymphocyte,GCST90002079,21,IVW,0.972732690334086,0.871051834617552,1.08628309962752,0.623581222963662,0.984642438626707
I9_LBBB,SSC-A on CD4+ T cell,GCST90002081,30,IVW,0.977832779773445,0.905853900248517,1.05553107950095,0.565541825118586,0.984642438626707
I9_LBBB,CD86 on monocyte,GCST90001905,16,IVW,1.00944571694441,0.941060372280754,1.08280051468728,0.792798567678439,0.984642438626707
I9_LBBB,CD86+ plasmacytoid Dendritic Cell %Dendritic Cell,GCST90001467,26,IVW,0.993446183308304,0.914005216952015,1.07979177889271,0.877109837473785,0.984642438626707
I9_LBBB,CD127- CD8+ T cell %T cell,GCST90001682,14,IVW,1.08903694371997,0.952381317592363,1.24530106048821,0.212469700881938,0.982405835569941
I9_LBBB,CD20 on IgD- CD24- B cell,GCST90001753,28,IVW,1.02349956353058,0.943695367785077,1.11005245157234,0.574927256066081,0.984642438626707
I9_LBBB,CD20 on IgD- CD27- B cell,GCST90001754,19,IVW,1.04012716542417,0.946329679802313,1.1432215889914,0.414534490412424,0.984642438626707
I9_LBBB,SSC-A on granulocyte,GCST90002078,25,IVW,0.955011987435391,0.900521287379646,1.01279992924897,0.124616127890363,0.982284245304452
I9_LBBB,CD28- CD4-CD8- T cell %CD4-CD8- T cell,GCST90001653,27,IVW,0.990949768970596,0.918181135392649,1.0694855369719,0.815267702930358,0.984642438626707
I9_LBBB,CD28+ CD4-CD8- T cell %CD4-CD8- T cell,GCST90001656,27,IVW,1.00913288575546,0.935029007340632,1.08910972078768,0.815267702930358,0.984642438626707
I9_LBBB,Naive CD8+ T cell Absolute Count,GCST90001551,28,IVW,0.996858778975311,0.981553380024577,1.01240283559032,0.6902327807811,0.984642438626707
I9_LBBB,CD28+ CD45RA+ CD8+ T cell Absolute Count,GCST90001690,59,IVW,1.00024950062014,0.991565823304869,1.00900922558646,0.955280322268249,0.987549834209795
I9_LBBB,CD127- CD8+ T cell %CD8+ T cell,GCST90001683,14,IVW,0.975491519596053,0.89950578845924,1.05789614365215,0.548691276874436,0.984642438626707
I9_LBBB,CD8 on CD28+ CD45RA- CD8+ T cell,GCST90002118,14,IVW,1.00765509264607,0.887525357279983,1.1440448178826,0.906270906734311,0.984642438626707
I9_LBBB,Naive CD8+ T cell %T cell,GCST90001553,29,IVW,0.994398850563872,0.980266261997836,1.00873518995488,0.441829881592901,0.984642438626707
I9_LBBB,CD28+ CD45RA+ CD8+ T cell %T cell,GCST90001688,110,IVW,1.000673242597,0.997004817054004,1.00435516591426,0.719469923033491,0.984642438626707
I9_LBBB,FSC-A on CD8+ T cell,GCST90001974,18,IVW,1.03714545537391,0.958862875941034,1.1218191073954,0.362357398765009,0.984642438626707
I9_LBBB,CD39+ CD4+ T cell %CD4+ T cell,GCST90001659,25,IVW,0.994661998366565,0.939567926042024,1.05298665862538,0.853935525536684,0.984642438626707
I9_LBBB,CD25++ CD45RA+ CD4 not regulatory T cell Absolute Count,GCST90001507,26,IVW,1.01209646236485,0.958741264896697,1.06842094591789,0.66345362608383,0.984642438626707
I9_LBBB,CD45RA on resting CD4 regulatory T cell,GCST90002102,29,IVW,1.00869676775814,0.976454139840296,1.04200405095537,0.601371750738844,0.984642438626707
I9_LBBB,CD8+ Natural Killer T %lymphocyte,GCST90001632,27,IVW,1.00551064806259,0.91037684805075,1.11058586950235,0.913701478369383,0.984642438626707
I9_LBBB,Granulocytic Myeloid-Derived Suppressor Cells Absolute Count,GCST90001524,21,IVW,1.0274234513776,0.958269528374806,1.10156789627959,0.446662136877331,0.984642438626707
I9_LBBB,CD19 on IgD- CD24- B cell,GCST90001731,23,IVW,0.991865301531341,0.906872529193574,1.08482366011978,0.858170646766096,0.984642438626707
I9_LBBB,CD19 on IgD- CD27- B cell,GCST90001732,26,IVW,1.03058114680658,0.946282762901519,1.12238914391352,0.489027070196782,0.984642438626707
I9_LBBB,Monocyte Absolute Count,GCST90001583,27,IVW,0.998673338544333,0.96007957681174,1.03881851172307,0.947361268022394,0.987549834209795
I9_LBBB,CCR2 on CD14+ CD16+ monocyte,GCST90001992,37,IVW,1.02317390107954,0.98588831067478,1.06186960583172,0.226430584636852,0.982405835569941
I9_LBBB,SSC-A on plasmacytoid Dendritic Cell,GCST90002072,26,IVW,0.977092692116282,0.896672683015118,1.06472534189039,0.596931274218793,0.984642438626707
I9_LBBB,CD3 on HLA DR+ CD4+ T cell,GCST90001849,26,IVW,1.02723244875581,0.954376887154803,1.10564968408094,0.474081078508206,0.984642438626707
I9_LBBB,CCR2 on granulocyte,GCST90002018,17,IVW,1.05228037006736,0.979621430214128,1.13032845452051,0.162719307886813,0.982405835569941
I9_LBBB,CD4 on CD4+ T cell,GCST90002022,22,IVW,0.919601478498927,0.855578855661597,0.988414888541724,0.0228160529675361,0.694938946636203
I9_LBBB,CD3 on CD39+ CD8+ T cell,GCST90001866,16,IVW,1.08860508963315,0.979764747552964,1.2095363138294,0.114191010857544,0.963734033871956
I9_LBBB,SSC-A on CD14+ monocyte,GCST90002074,23,IVW,0.983559563731249,0.91243029353254,1.06023377595442,0.665137885485945,0.984642438626707
I9_LBBB,CD4+ T cell %T cell,GCST90001591,23,IVW,0.946908145262531,0.872218921639041,1.02799310278617,0.193125398220955,0.982405835569941
I9_LBBB,CD28 on CD39+ secreting CD4 regulatory T cell,GCST90001888,21,IVW,1.02595905731792,0.954359632127808,1.10293012388407,0.487466894767936,0.984642438626707
I9_LBBB,Central Memory CD4+ T cell Absolute Count,GCST90001537,28,IVW,0.959066035709146,0.898637725400243,1.0235578085053,0.208123476679684,0.982405835569941
I9_LBBB,CD4 regulatory T cell %T cell,GCST90001479,16,IVW,0.916587169745164,0.829288339567122,1.01307591058134,0.0880825100238784,0.963734033871956
I9_LBBB,HLA DR on B cell,GCST90002116,22,IVW,0.980609251431578,0.925107098514488,1.0394412771638,0.51008487709808,0.984642438626707
I9_LBBB,CD16-CD56 on Natural Killer T,GCST90001883,28,IVW,1.05009235355508,0.984337217688236,1.1202400266695,0.138472875870187,0.982284245304452
I9_LBBB,CD45 on Granulocytic Myeloid-Derived Suppressor Cells,GCST90002047,18,IVW,1.01814569137066,0.955275848034902,1.08515320573536,0.58026851899019,0.984642438626707
I9_LBBB,Effector Memory CD4-CD8- T cell %T cell,GCST90001571,23,IVW,1.06552607878974,0.975886200829191,1.16339981405246,0.156897547603644,0.982405835569941
I9_LBBB,IgD+ B cell %B cell,GCST90001391,17,IVW,0.914863194549058,0.833736253679325,1.0038842152382,0.0603576051608469,0.963734033871956
I9_LBBB,CD11c+ monocyte %monocyte,GCST90001449,20,IVW,0.977200362089176,0.901690941114583,1.05903309451777,0.57404299611093,0.984642438626707
I9_LBBB,IgD on IgD+ CD38dim B cell,GCST90001825,22,IVW,1.01527746046952,0.965751744590416,1.06734295590074,0.552362176909648,0.984642438626707
I9_LBBB,CD4 on Terminally Differentiated CD4+ T cell,GCST90002026,24,IVW,0.943734156878365,0.866806333846814,1.02748921423585,0.181909176506687,0.982405835569941
I9_LBBB,CD80 on monocyte,GCST90002039,23,IVW,0.976488486099641,0.906740103411037,1.051602063147,0.529176065021408,0.984642438626707
I9_LBBB,CD38 on transitional B cell,GCST90001819,24,IVW,0.922805297686277,0.863633782989029,0.986030924462661,0.0174983648179177,0.694938946636203
I9_LBBB,CD8 on HLA DR+ CD8+ T cell,GCST90002060,25,IVW,1.0189113736582,0.968503076578663,1.07194330351281,0.469240433921163,0.984642438626707
I9_LBBB,CD28 on CD39+ CD8+ T cell,GCST90001897,20,IVW,0.994446664775891,0.953108980388487,1.03757722299585,0.797117535701303,0.984642438626707
I9_LBBB,BAFF-R on switched memory B cell,GCST90001718,19,IVW,0.973512662261862,0.915346474394484,1.03537505206552,0.393089402677874,0.984642438626707
I9_LBBB,HLA DR+ T cell%T cell,GCST90001619,31,IVW,1.03782229423361,0.991514756782488,1.0862925710793,0.110914423264356,0.963734033871956
I9_LBBB,HLA DR+ T cell%lymphocyte,GCST90001620,25,IVW,1.02592622632125,0.958850839022597,1.09769380076536,0.458113541709733,0.984642438626707
I9_LBBB,CD24 on transitional B cell,GCST90001774,20,IVW,0.96808918175822,0.875247650877349,1.07077883944944,0.528370367646561,0.984642438626707
I9_LBBB,Central Memory CD4+ T cell %CD4+ T cell,GCST90001538,32,IVW,1.00802160115132,0.97968440993031,1.03717844041221,0.582879951310693,0.984642438626707
I9_LBBB,CD39+ secreting CD4 regulatory T cell %secreting CD4 regulatory T cell,GCST90001496,28,IVW,0.965602168873417,0.912852305741385,1.02140022287154,0.221995197162006,0.982405835569941
I9_LBBB,CD86+ plasmacytoid Dendritic Cell Absolute Count,GCST90001466,20,IVW,0.981548063057512,0.884486249272885,1.08926125294087,0.725904716106791,0.984642438626707
I9_LBBB,CD45 on CD33+ HLA DR+ CD14dim,GCST90002043,16,IVW,0.978310747922028,0.918944947446524,1.04151170552625,0.492367235915254,0.984642438626707
I9_LBBB,Natural Killer T Absolute Count,GCST90001621,34,IVW,1.05241583124279,0.97719998582365,1.13342109897485,0.176896911251848,0.982405835569941
I9_LBBB,HLA DR+ Natural Killer %Natural Killer,GCST90001649,23,IVW,0.969523981069884,0.900339167768429,1.04402516687063,0.412566318190246,0.984642438626707
I9_LBBB,HLA DR+ Natural Killer  %CD3- lymphocyte,GCST90001650,23,IVW,0.997283463102314,0.927783520880674,1.07198962192524,0.941162970203778,0.987549834209795
I9_LBBB,IgD+ CD38+ B cell Absolute Count,GCST90001392,29,IVW,1.02256198461952,0.990234215587434,1.05594514502684,0.173436308061092,0.982405835569941
I9_LBBB,IgD- CD38+ B cell %B cell,GCST90001410,18,IVW,0.976446756451782,0.850815075145001,1.12062926015117,0.734457730735486,0.984642438626707
I9_LBBB,BAFF-R on IgD+ CD38+ B cell,GCST90001708,27,IVW,0.97402199603244,0.9305926043487,1.01947817371599,0.258032722885675,0.982405835569941
I9_LBBB,CD45RA+ CD28- CD8+ T cell %T cell,GCST90001700,206,IVW,0.999890375703474,0.999219670667249,1.00056153093625,0.74879409277129,0.984642438626707
I9_LBBB,CD8+ Natural Killer T %T cell,GCST90001631,27,IVW,1.02302532323527,0.932363133351453,1.12250342655508,0.630650680536015,0.984642438626707
I9_LBBB,PDL-1 on CD14+ CD16- monocyte,GCST90001993,15,IVW,1.00935668291279,0.882995657488231,1.15380059312953,0.891442530196389,0.984642438626707
I9_LBBB,CD64 on monocyte,GCST90002006,29,IVW,0.994670268160864,0.930447901344282,1.06332545963487,0.875301362269826,0.984642438626707
I9_LBBB,IgD on IgD+ CD38- unswitched memory B cell,GCST90001823,17,IVW,1.01821380144158,0.95645406744013,1.08396145799339,0.571808400287362,0.984642438626707
I9_LBBB,CD20- CD38- B cell %lymphocyte,GCST90001444,23,IVW,1.13507343899458,1.04695350886233,1.23061024296199,0.00212015196599576,0.425172615609278
I9_LBBB,CD3- lymphocyte %leukocyte,GCST90001641,20,IVW,1.01046199054119,0.933851990626226,1.0933568109051,0.795849227562413,0.984642438626707
I9_LBBB,CD4 regulatory T cell Absolute Count,GCST90001513,21,IVW,0.993460953246776,0.915781985272277,1.07772884976827,0.874506902315568,0.984642438626707
I9_LBBB,IgD on IgD+ CD38+ B cell,GCST90001824,25,IVW,0.996481013629488,0.933019292415868,1.06425924800863,0.916376585328852,0.985104829228516
I9_LBBB,IgD on transitional B cell,GCST90001828,32,IVW,1.01426679106397,0.950144998710855,1.08271592741211,0.670725174253595,0.984642438626707
I9_LBBB,CD25 on IgD- CD27- B cell,GCST90001786,21,IVW,1.03443573307946,0.940452057907565,1.13781162673241,0.486011723842316,0.984642438626707
I9_LBBB,CD25 on IgD- CD38- B cell,GCST90001787,22,IVW,1.01988050418476,0.966725311311137,1.07595842443127,0.471012797090017,0.984642438626707
I9_LBBB,CD28- CD25++ CD8+ T cell %CD8+ T cell,GCST90001677,25,IVW,0.970153328282638,0.891091388738935,1.05623002564289,0.484770671397072,0.984642438626707
I9_LBBB,CD33+ HLA DR+ CD14dim %CD33+ HLA DR+,GCST90001521,25,IVW,0.987284941034052,0.934381967478511,1.04318318280797,0.648809815408159,0.984642438626707
I9_LBBB,CD45 on Monocytic Myeloid-Derived Suppressor Cells,GCST90002049,17,IVW,1.08025763323368,1.01223628881855,1.15284994921658,0.0199908071697517,0.694938946636203
I9_LBBB,HLA DR++ monocyte %monocyte,GCST90001475,22,IVW,0.994449683502491,0.924702623716957,1.06945751818361,0.88075022037358,0.984642438626707
I9_LBBB,CD45 on HLA DR+ T cell,GCST90001918,18,IVW,0.995733894698888,0.936945855151303,1.05821055037605,0.890480363157626,0.984642438626707
I9_LBBB,CD28- CD127- CD25++ CD8+ T cell Absolute Count,GCST90001675,29,IVW,1.00526605591823,0.957028439526776,1.05593501869295,0.834179382270576,0.984642438626707
I9_LBBB,CD28- CD25++ CD8+ T cell Absolute Count,GCST90001678,25,IVW,0.967553775439901,0.914739371108427,1.02341753064988,0.249428565038111,0.982405835569941
