outcome,id,trait,nIV_main,p_main,FDR_main,nIV_gws,p_gws,FDR_gws
Cardiac conduction disorders,ebi-a-GCST90001919,CD45 on Natural Killer T,22,0.489948546362787,0.976120388751441,1,0.606065265414301,0.945711095389411
Cardiac conduction disorders,ebi-a-GCST90001886,CD28 on CD39+ activated CD4 regulatory T cell,19,0.490562334557357,0.976120388751441,2,0.67132770685377,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001672,CD39+ CD8+ T cell Absolute Count,24,0.490731280656173,0.976120388751441,6,0.706600243281254,0.978327342306499
Cardiac conduction disorders,ebi-a-GCST90001692,CD28+ CD45RA- CD8+ T cell %CD8+ T cell,28,0.494062800022915,0.976120388751441,4,0.502516691228035,0.889293386517252
Cardiac conduction disorders,ebi-a-GCST90001885,CD16-CD56 on HLA DR+ Natural Killer,24,0.496237899455652,0.976120388751441,2,0.0207851492110988,0.406100316903896
Cardiac conduction disorders,ebi-a-GCST90001506,CD25++ CD4+ T cell %T cell,20,0.49853880924216,0.976120388751441,1,0.849297482135301,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001554,Effector Memory CD8+ T cell Absolute Count,24,0.499594695270237,0.976120388751441,2,3.0600159465705e-05,0.0185742967956829
Cardiac conduction disorders,ebi-a-GCST90001852,CD3 on CD39+ resting CD4 regulatory T cell,20,0.501146098231977,0.976120388751441,1,0.480162153044454,0.880405532471734
Cardiac conduction disorders,ebi-a-GCST90001743,CD20 on B cell,23,0.501632318667655,0.976120388751441,4,0.684238201491626,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001537,Central Memory CD4+ T cell Absolute Count,28,0.505617018116526,0.976120388751441,1,0.0081968031610423,0.355389965625194
Cardiac conduction disorders,ebi-a-GCST90001842,CD3 on Naive CD4+ T cell,30,0.509597343084531,0.976120388751441,5,0.683672055834069,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001974,FSC-A on CD8+ T cell,18,0.510615648299586,0.976120388751441,1,0.331406018967531,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001768,CD24 on IgD+ CD38+ B cell,25,0.510758418638417,0.976120388751441,2,0.538357472915797,0.898256411460129
Cardiac conduction disorders,ebi-a-GCST90001495,CD39+ secreting CD4 regulatory T cell Absolute Count,26,0.512320060348093,0.976120388751441,5,0.669898637738879,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001883,CD16-CD56 on Natural Killer T,28,0.514855483954334,0.976120388751441,4,0.604332117735744,0.945711095389411
Cardiac conduction disorders,ebi-a-GCST90001521,CD33+ HLA DR+ CD14dim %CD33+ HLA DR+,25,0.515867989568851,0.976120388751441,1,0.65699655253766,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001918,CD45 on HLA DR+ T cell,18,0.521213029865754,0.976120388751441,1,0.326850889005959,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90002117,HLA DR on HLA DR+ Natural Killer,28,0.522831313469638,0.976120388751441,6,0.0153200478090675,0.355532605188649
Cardiac conduction disorders,ebi-a-GCST90001941,CD25 on secreting CD4 regulatory T cell,14,0.523783807552526,0.976120388751441,2,0.118500003212518,0.575436015599989
Cardiac conduction disorders,ebi-a-GCST90001593,CD8+ T cell %T cell,23,0.526466330397062,0.976120388751441,1,0.547566918087055,0.903187824127288
Cardiac conduction disorders,ebi-a-GCST90001487,Activated CD4 regulatory T cell %CD4 regulatory T cell,28,0.53053141963567,0.976120388751441,3,0.0147239113821258,0.355532605188649
Cardiac conduction disorders,ebi-a-GCST90001609,CD4+ CD8dim T cell Absolute Count,15,0.530700601621586,0.976120388751441,2,0.874176161943918,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001601,Lymphocyte Absolute Count,19,0.532372112989165,0.976120388751441,2,0.305989343100743,0.801924770584653
Cardiac conduction disorders,ebi-a-GCST90001523,CD33- HLA DR+ Absolute Count,36,0.533251255243519,0.976120388751441,1,0.39355635831801,0.830700086681557
Cardiac conduction disorders,ebi-a-GCST90001698,CD45RA+ CD28- CD8+ T cell Absolute Count,719,0.533293948377693,0.976120388751441,428,0.80765006789822,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001948,CD33 on CD33dim HLA DR+ CD11b+,22,0.535173413824028,0.976120388751441,7,0.450837557263882,0.863275701133049
Cardiac conduction disorders,ebi-a-GCST90001757,CD20 on IgD- CD38dim B cell,34,0.535544323056472,0.976120388751441,7,0.177421134906608,0.64065669755147
Cardiac conduction disorders,ebi-a-GCST90001494,Secreting CD4 regulatory T cell %CD4+ T cell,26,0.535885784028735,0.976120388751441,7,0.868825794404335,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001482,Resting CD4 regulatory T cell %CD4+ T cell,33,0.536471261077979,0.976120388751441,5,0.0806996215785166,0.504996601011954
Cardiac conduction disorders,ebi-a-GCST90001812,CD38 on IgD+ CD38+ B cell,17,0.538050810457847,0.976120388751441,3,0.389665714841983,0.829919610207312
Cardiac conduction disorders,ebi-a-GCST90001410,IgD- CD38+ B cell %B cell,18,0.543392180346111,0.976120388751441,1,0.38160125727298,0.818487502348758
Cardiac conduction disorders,ebi-a-GCST90001558,Terminally Differentiated CD8+ T cell %CD8+ T cell,23,0.543493375856871,0.976120388751441,4,0.761177244633416,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001848,CD3 on Natural Killer T,17,0.544482899895989,0.976120388751441,2,0.353402872442508,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001665,CD28+ CD45RA+ CD8dim T cell %CD8dim T cell,27,0.546971225264598,0.976120388751441,5,0.968816604664042,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001458,Myeloid Dendritic Cell Absolute Count,23,0.549467712306366,0.976120388751441,3,0.0389659291330855,0.463770960466332
Cardiac conduction disorders,ebi-a-GCST90001923,CD127 on CD45RA- CD4 not regulatory T cell,16,0.550173427033498,0.976120388751441,1,0.412257458311985,0.834134257317917
Cardiac conduction disorders,ebi-a-GCST90001679,CD25++ CD8+ T cell %T cell,17,0.551372551153403,0.976120388751441,2,0.28734899537499,0.798084030031285
Cardiac conduction disorders,ebi-a-GCST90001820,IgD on IgD+ CD24+ B cell,28,0.554073087896513,0.976120388751441,6,0.810082470501775,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001846,CD3 on Central Memory CD8+ T cell,19,0.554159397187489,0.976120388751441,3,0.567843077852784,0.921051463763142
Cardiac conduction disorders,ebi-a-GCST90002070,CD4 on activated & secreting CD4 regulatory T cell,32,0.554428613565474,0.976120388751441,1,0.365464742192028,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001594,CD4+CD8+ T cell Absolute Count,18,0.555386497495243,0.976120388751441,2,0.359878084482477,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001598,CD4-CD8- T cell Absolute Count,20,0.555828591172461,0.976120388751441,2,0.113022277724,0.563464970064092
Cardiac conduction disorders,ebi-a-GCST90002110,HLA DR on CD33dim HLA DR+ CD11b+,23,0.562049074522061,0.976120388751441,4,0.272503557286126,0.783932034467669
Cardiac conduction disorders,ebi-a-GCST90001807,CD27 on Plasma Blast-Plasma Cell,19,0.563389592499954,0.976120388751441,1,0.0132064045445756,0.355532605188649
Cardiac conduction disorders,ebi-a-GCST90001426,IgD- CD38dim B cell %lymphocyte,23,0.564789063829674,0.976120388751441,2,0.103280287030661,0.545140297631404
Cardiac conduction disorders,ebi-a-GCST90001704,BAFF-R on IgD+ CD24- B cell,22,0.56850250112526,0.976120388751441,10,0.936187419536701,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001910,CD45 on B cell,15,0.568865792588709,0.976120388751441,2,0.219663871290389,0.683774204478288
Cardiac conduction disorders,ebi-a-GCST90001954,CD33 on basophil,22,0.569125751323147,0.976120388751441,7,0.142202357393616,0.59024792483653
Cardiac conduction disorders,ebi-a-GCST90001774,CD24 on transitional B cell,20,0.570628144057214,0.976120388751441,1,0.313899656205629,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001536,CD45RA- CD4+ T cell %T cell,26,0.571723228043618,0.976120388751441,2,0.0322564728314434,0.440756548380196
Cardiac conduction disorders,ebi-a-GCST90002031,CD39 on CD39+ secreting CD4 regulatory T cell,23,0.572331077341637,0.976120388751441,5,0.698237373351469,0.977221476698678
Cardiac conduction disorders,ebi-a-GCST90001808,CD27 on switched memory B cell,30,0.576020125221576,0.976120388751441,10,0.455976077045987,0.870369430084635
Cardiac conduction disorders,ebi-a-GCST90001998,PDL-1 on CD14+ CD16+ monocyte,28,0.57637544704052,0.976120388751441,1,0.0164765358317811,0.355532605188649
Cardiac conduction disorders,ebi-a-GCST90001693,CD28+ CD45RA- CD8+ T cell Absolute Count,29,0.576661218217652,0.976120388751441,2,0.642549488102501,0.975068848195545
Cardiac conduction disorders,ebi-a-GCST90001530,Monocytic Myeloid-Derived Suppressor Cells Absolute Count,19,0.57686789945244,0.976120388751441,5,0.423625913958736,0.845858321621555
Cardiac conduction disorders,ebi-a-GCST90001772,CD24 on unswitched memory B cell,25,0.578588438995923,0.976120388751441,2,0.398449725785003,0.830868533670716
Cardiac conduction disorders,ebi-a-GCST90002061,CD4 on CD39+ CD4+ T cell,27,0.579584609879225,0.976120388751441,6,0.924437676180318,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001944,CD123 on plasmacytoid Dendritic Cell,18,0.57986113872051,0.976120388751441,2,0.990520984879181,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001945,CD123 on CD62L+ plasmacytoid Dendritic Cell,18,0.580294587819724,0.976120388751441,2,0.990945789402772,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001514,Hematopoietic Stem Cell Absolute Count,19,0.581201475936282,0.976120388751441,2,0.536000310856769,0.898256411460129
Cardiac conduction disorders,ebi-a-GCST90001670,CD39+ CD8+ T cell %T cell,20,0.583248526938463,0.976120388751441,7,0.7386490346577,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001906,CD86 on granulocyte,21,0.586420438224926,0.976120388751441,2,0.0316423049376704,0.440756548380196
Cardiac conduction disorders,ebi-a-GCST90001606,CD4+ T cell %leukocyte,13,0.587353071791238,0.976120388751441,1,0.212210166920457,0.678324386592281
Cardiac conduction disorders,ebi-a-GCST90001908,CCR7 on naive CD8+ T cell,24,0.588584980194046,0.976120388751441,2,0.224927622408226,0.689491193763056
Cardiac conduction disorders,ebi-a-GCST90001653,CD28- CD4-CD8- T cell %CD4-CD8- T cell,27,0.591032020273954,0.976120388751441,1,0.838873974922202,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001656,CD28+ CD4-CD8- T cell %CD4-CD8- T cell,27,0.591032020273954,0.976120388751441,1,0.838873974922202,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001621,Natural Killer T Absolute Count,34,0.593137839314873,0.976120388751441,5,0.547013251267103,0.903187824127288
Cardiac conduction disorders,ebi-a-GCST90001889,CD28 on activated & secreting CD4 regulatory T cell,25,0.594830763059606,0.976120388751441,1,0.353983207571846,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001935,CD25 on CD39+ CD4 regulatory T cell,17,0.594929716291166,0.976120388751441,1,0.515841909075591,0.894617253739668
Cardiac conduction disorders,ebi-a-GCST90001634,CD8dim Natural Killer T %T cell,19,0.595036817580543,0.976120388751441,5,0.58616273890226,0.929901466053826
Cardiac conduction disorders,ebi-a-GCST90001960,CD25 on CD4+ T cell,16,0.595073530986461,0.976120388751441,1,0.849297482135301,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001517,CD33+ HLA DR+ Absolute Count,30,0.596418215746644,0.976120388751441,1,0.132502375742916,0.587799174058951
Cardiac conduction disorders,ebi-a-GCST90001697,CD45RA- CD28- CD8+ T cell %T cell,180,0.597138066256994,0.976120388751441,42,0.511679139358214,0.894617253739668
Cardiac conduction disorders,ebi-a-GCST90001612,CD8dim T cell %leukocyte,18,0.597292873726168,0.976120388751441,2,0.177603731758095,0.64065669755147
Cardiac conduction disorders,ebi-a-GCST90001580,CD14+ CD16+ monocyte Absolute Count,20,0.598725713767685,0.976120388751441,3,0.0588473862519251,0.497194129733342
Cardiac conduction disorders,ebi-a-GCST90001608,CD4+CD8+ T cell %leukocyte,22,0.601149744584742,0.976120388751441,1,0.491713565116709,0.881834207375777
Cardiac conduction disorders,ebi-a-GCST90001561,CD45RA+ CD8+ T cell %CD8+ T cell,27,0.604220619028079,0.976120388751441,5,0.732415422266841,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001961,CD25 on CD39+ CD4+ T cell,23,0.604251941814443,0.976120388751441,6,0.213951153058171,0.678324386592281
Cardiac conduction disorders,ebi-a-GCST90001695,CD45RA- CD28- CD8+ T cell Absolute Count,350,0.605355323779851,0.976120388751441,146,0.670837380950172,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001641,CD3- lymphocyte %leukocyte,20,0.605379313820008,0.976120388751441,1,0.838873974922202,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001465,CD86+ myeloid Dendritic Cell %Dendritic Cell,23,0.608467463402302,0.976120388751441,2,0.0787650864236868,0.504895389615419
Cardiac conduction disorders,ebi-a-GCST90001988,HLA DR on CD14+ CD16- monocyte,22,0.608653529526446,0.976120388751441,5,0.70909171433436,0.978327342306499
Cardiac conduction disorders,ebi-a-GCST90001546,Terminally Differentiated CD4+ T cell %CD4+ T cell,21,0.608955444165736,0.976120388751441,5,0.305802161544428,0.801924770584653
Cardiac conduction disorders,ebi-a-GCST90001484,CD39+ resting CD4 regulatory T cell %resting CD4 regulatory T cell,28,0.612244666239764,0.976120388751441,8,0.578699145077761,0.926834778528234
Cardiac conduction disorders,ebi-a-GCST90001861,CD3 on CD28+ CD4+ T cell,24,0.613726979490272,0.976120388751441,2,0.509446748025909,0.893740393213083
Cardiac conduction disorders,ebi-a-GCST90001953,CD33 on CD33dim HLA DR-,19,0.614596255554883,0.976120388751441,6,0.226731509362415,0.689491193763056
Cardiac conduction disorders,ebi-a-GCST90002007,HLA DR on CD14+ CD16+ monocyte,19,0.624063850190064,0.976120388751441,6,0.219320275391431,0.683774204478288
Cardiac conduction disorders,ebi-a-GCST90001602,Lymphocyte %leukocyte,22,0.626000376663145,0.976120388751441,1,0.683238487311594,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001832,CD62L on CD62L+ plasmacytoid Dendritic Cell,15,0.626454496184725,0.976120388751441,3,0.0526283029251164,0.497194129733342
Cardiac conduction disorders,ebi-a-GCST90001746,CD20 on IgD+ CD24+ B cell,23,0.629286654490618,0.976120388751441,2,0.326045992624466,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001993,PDL-1 on CD14+ CD16- monocyte,15,0.630111288659584,0.976120388751441,1,0.391394830215958,0.830687629164639
Cardiac conduction disorders,ebi-a-GCST90001686,CD28- CD8+ T cell %CD8+ T cell,23,0.63035066979223,0.976120388751441,3,0.140448695201456,0.59024792483653
Cardiac conduction disorders,ebi-a-GCST90001811,CD38 on IgD+ CD24- B cell,17,0.633274906977101,0.976120388751441,2,0.700315226299711,0.977221476698678
Cardiac conduction disorders,ebi-a-GCST90001917,CD45 on CD8+ T cell,26,0.63345952659973,0.976120388751441,2,0.482069989480277,0.880405532471734
Cardiac conduction disorders,ebi-a-GCST90001642,B cell Absolute Count,30,0.635340621361412,0.976120388751441,1,0.438944759544229,0.862263653861964
Cardiac conduction disorders,ebi-a-GCST90001659,CD39+ CD4+ T cell %CD4+ T cell,25,0.637289280351698,0.976120388751441,5,0.406330151406619,0.830868533670716
Cardiac conduction disorders,ebi-a-GCST90001970,FSC-A on HLA DR+ Natural Killer,20,0.63793755778338,0.976120388751441,4,0.030013947992797,0.440756548380196
Cardiac conduction disorders,ebi-a-GCST90001856,CD3 on CD39+ secreting CD4 regulatory T cell,27,0.639312223608608,0.976120388751441,3,0.93071688968604,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001900,CD28 on resting CD4 regulatory T cell,6,0.641721988790519,0.976120388751441,1,0.34395016427534,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001646,Natural Killer %CD3- lymphocyte,27,0.643356026509925,0.976120388751441,5,0.0020919576146369,0.134527226979702
Cardiac conduction disorders,ebi-a-GCST90001964,FSC-A on plasmacytoid Dendritic Cell,26,0.643952415840997,0.976120388751441,4,0.968129634576333,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001586,CD14+ CD16- monocyte %monocyte,24,0.648520787752771,0.976120388751441,1,0.0521273710158284,0.497194129733342
Cardiac conduction disorders,ebi-a-GCST90001829,BAFF-R on B cell,21,0.65101657905988,0.976120388751441,10,0.93915278327891,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001783,CD25 on IgD+ CD38+ B cell,13,0.651665129634746,0.976120388751441,3,0.586741781711063,0.929901466053826
Cardiac conduction disorders,ebi-a-GCST90002118,CD8 on CD28+ CD45RA- CD8+ T cell,14,0.652798720859666,0.976120388751441,2,0.983901564086466,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001436,Memory B cell %lymphocyte,28,0.655394453474016,0.976120388751441,2,0.639833650482372,0.975068848195545
Cardiac conduction disorders,ebi-a-GCST90001477,HLA DR++ monocyte Absolute Count,23,0.657850563181435,0.976120388751441,1,0.0974491460444871,0.543917375095975
Cardiac conduction disorders,ebi-a-GCST90001866,CD3 on CD39+ CD8+ T cell,16,0.659405229559765,0.976120388751441,1,0.492490603460277,0.881834207375777
Cardiac conduction disorders,ebi-a-GCST90001839,CD3 on Effector Memory CD8+ T cell,20,0.661282789987818,0.976120388751441,3,0.280610932578437,0.795938486332295
Cardiac conduction disorders,ebi-a-GCST90001958,CD4 on monocyte,15,0.663352077739221,0.976120388751441,1,0.668944169458787,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001486,Activated CD4 regulatory T cell Absolute Count,15,0.663955685934053,0.976120388751441,2,0.639043236039952,0.975068848195545
Cardiac conduction disorders,ebi-a-GCST90001511,CD25++ CD45RA- CD4 not regulatory T cell %CD4+ T cell,24,0.664385873558831,0.976120388751441,3,0.0037118042427985,0.204824106852611
Cardiac conduction disorders,ebi-a-GCST90001879,HVEM on Terminally Differentiated CD4+ T cell,26,0.666274116707077,0.976120388751441,1,0.0789547957514168,0.504895389615419
Cardiac conduction disorders,ebi-a-GCST90002121,CD8 on CD39+ CD8+ T cell,25,0.667110008335025,0.976120388751441,5,0.951485978059904,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001827,IgD on IgD+ B cell,21,0.668510787324982,0.976120388751441,2,0.96367836397584,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001896,CD28 on CD28+ CD45RA+ CD8+ T cell,15,0.671699163428842,0.976120388751441,3,0.537208671962243,0.898256411460129
Cardiac conduction disorders,ebi-a-GCST90001976,FSC-A on Natural Killer T,20,0.672000329172118,0.976120388751441,2,0.724997650681877,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001643,B cell %CD3- lymphocyte,29,0.673189506203464,0.976120388751441,3,0.0091126237231481,0.355532605188649
Cardiac conduction disorders,ebi-a-GCST90001559,Terminally Differentiated CD8+ T cell %T cell,17,0.673303241460386,0.976120388751441,2,0.0673966186862783,0.504895389615419
Cardiac conduction disorders,ebi-a-GCST90001969,FSC-A on Natural Killer,18,0.67757259452646,0.976120388751441,3,0.758356816462458,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001589,CD4+/CD8+ T cell,15,0.677595994220913,0.976120388751441,1,0.547566918087055,0.903187824127288
Cardiac conduction disorders,ebi-a-GCST90001534,CD45RA- CD4+ T cell Absolute Count,16,0.67773078160623,0.976120388751441,2,0.0011579247989813,0.0923501099837404
Cardiac conduction disorders,ebi-a-GCST90001439,IgD+ CD24+ B cell %lymphocyte,15,0.680689405729617,0.976120388751441,2,0.261396244513191,0.770230681648091
Cardiac conduction disorders,ebi-a-GCST90001418,CD24+ CD27+ B cell Absolute Count,26,0.681742808923731,0.976120388751441,1,0.450736588429116,0.863275701133049
Cardiac conduction disorders,ebi-a-GCST90001579,CD14- CD16+ monocyte Absolute Count,18,0.682654372126999,0.976120388751441,1,0.0521273710158284,0.497194129733342
Cardiac conduction disorders,ebi-a-GCST90001568,Naive CD4-CD8- T cell %T cell,20,0.686540453800266,0.976120388751441,1,0.0326755266509207,0.440756548380196
Cardiac conduction disorders,ebi-a-GCST90001627,HLA DR+ CD8+ T cell Absolute Count,34,0.688108570423157,0.976120388751441,3,0.850932679885156,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001730,CD19 on IgD+ CD38dim B cell,24,0.689429546958402,0.976120388751441,4,0.28871419062536,0.798084030031285
Cardiac conduction disorders,ebi-a-GCST90002035,CD80 on myeloid Dendritic Cell,26,0.69022907929158,0.976120388751441,4,0.240904688372145,0.713312906545814
Cardiac conduction disorders,ebi-a-GCST90001481,Resting CD4 regulatory T cell %CD4 regulatory T cell,30,0.691312811428709,0.976120388751441,11,0.226311323145826,0.689491193763056
Cardiac conduction disorders,ebi-a-GCST90001902,CD28 on activated CD4 regulatory T cell,18,0.69560370005768,0.976120388751441,1,0.353983207571846,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001689,CD28+ CD45RA+ CD8+ T cell %CD8+ T cell,41,0.697743166640962,0.976120388751441,1,0.0001655378937635,0.0366063134011357
Cardiac conduction disorders,ebi-a-GCST90002111,HLA DR on CD33dim HLA DR+ CD11b-,18,0.700869820544638,0.976120388751441,5,0.15814177534081,0.614523500520793
Cardiac conduction disorders,ebi-a-GCST90001864,CD3 on CD28+ CD45RA+ CD8+ T cell,25,0.703679230706341,0.976120388751441,4,0.941283875675803,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001707,BAFF-R on IgD+ CD38- unswitched memory B cell,19,0.704333644221306,0.976120388751441,7,0.951189845923028,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90002009,HLA DR on CD14- CD16-,25,0.705790315884865,0.976120388751441,4,0.849116367061214,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90002119,CD8 on CD28+ CD45RA+ CD8+ T cell,22,0.706720003843498,0.976120388751441,8,0.956341995077136,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001859,CD3 on CD8+ T cell,23,0.710387343506005,0.976120388751441,2,0.407905804009676,0.830868533670716
Cardiac conduction disorders,ebi-a-GCST90001824,IgD on IgD+ CD38+ B cell,25,0.710856127496421,0.976120388751441,6,0.998830549370909,0.999306872188948
Cardiac conduction disorders,ebi-a-GCST90001581,CD14- CD16- Absolute Count,25,0.711061235788373,0.976120388751441,3,0.0235672210361046,0.420744210850456
Cardiac conduction disorders,ebi-a-GCST90001911,CD45 on Natural Killer,30,0.711916316848947,0.976120388751441,3,0.682208822013394,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90002073,SSC-A on monocyte,23,0.713202064409414,0.976120388751441,8,0.147789306366667,0.59024792483653
Cardiac conduction disorders,ebi-a-GCST90001452,CD11c+ CD62L- monocyte Absolute Count,22,0.714155149734984,0.976120388751441,1,0.0798516596426362,0.504895389615419
Cardiac conduction disorders,ebi-a-GCST90002081,SSC-A on CD4+ T cell,30,0.716415573843458,0.976120388751441,4,0.89519613041941,0.993389490246036
Cardiac conduction disorders,ebi-a-GCST90001434,Switched memory B cell %lymphocyte,18,0.716662057042504,0.976120388751441,3,0.129362596663454,0.587799174058951
Cardiac conduction disorders,ebi-a-GCST90001451,CD62L- monocyte %monocyte,23,0.717740149438221,0.976120388751441,4,0.646712409986198,0.976142016461755
Cardiac conduction disorders,ebi-a-GCST90001516,Immature Myeloid-Derived Suppressor Cells %CD33dim HLA DR- CD66b-,19,0.717987537856539,0.976120388751441,2,0.347966912270513,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001890,CD28 on CD45RA+ CD4+ T cell,13,0.719092401704658,0.976120388751441,2,0.764208746987499,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90002090,CD11c on granulocyte,22,0.720474160131136,0.976120388751441,3,0.0050844850816581,0.257190203713876
Cardiac conduction disorders,ebi-a-GCST90002028,CD19 on B cell,24,0.720781194854984,0.976120388751441,1,0.444561683393428,0.863275701133049
Cardiac conduction disorders,ebi-a-GCST90001422,CD20- CD38- B cell %B cell,23,0.721015821724865,0.976120388751441,1,0.292186886460582,0.798084030031285
Cardiac conduction disorders,ebi-a-GCST90002024,CD4 on naive CD4+ T cell,20,0.722298131029137,0.976120388751441,6,0.830898863997286,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001661,CD28- CD8dim T cell %T cell,25,0.724095663638983,0.976120388751441,3,0.615553184709952,0.956264067448672
Cardiac conduction disorders,ebi-a-GCST90001518,CD33+ HLA DR+ CD14- Absolute Count,29,0.726252804057241,0.976120388751441,1,0.132502375742916,0.587799174058951
Cardiac conduction disorders,ebi-a-GCST90001723,CD19 on CD24+ CD27+ B cell,29,0.726881753395275,0.976120388751441,3,0.481111774592372,0.880405532471734
Cardiac conduction disorders,ebi-a-GCST90001897,CD28 on CD39+ CD8+ T cell,20,0.727500665933542,0.976120388751441,2,0.317410414552706,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001891,CD28 on CD45RA- CD4 not regulatory T cell,13,0.729340085641523,0.976120388751441,3,0.344017966185595,0.804270920871231
Cardiac conduction disorders,ebi-a-GCST90001830,BAFF-R on CD20- B cell,14,0.732868565295359,0.976120388751441,1,0.829431454479546,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90002095,CD11b on CD33dim HLA DR-,23,0.734391698605638,0.976120388751441,1,0.853872609081631,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001771,CD24 on memory B cell,31,0.73470888784861,0.976120388751441,2,0.475233994753618,0.878919494768191
Cardiac conduction disorders,ebi-a-GCST90001999,PDL-1 on CD14- CD16+ monocyte,19,0.735882416165944,0.976120388751441,1,0.0816563657675623,0.505769530825615
Cardiac conduction disorders,ebi-a-GCST90001613,CD4-CD8- T cell %leukocyte,20,0.736481942768709,0.976120388751441,4,0.790152971616724,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90002037,CD80 on plasmacytoid Dendritic Cell,21,0.737097749098216,0.976120388751441,2,0.99151451465576,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001787,CD25 on IgD- CD38- B cell,22,0.743290101705294,0.978772201123906,3,0.582666844144169,0.928290746444909
Cardiac conduction disorders,ebi-a-GCST90001927,CD127 on CD8+ T cell,25,0.744131275159543,0.978772201123906,1,0.386103448998394,0.825228146274738
Cardiac conduction disorders,ebi-a-GCST90001450,CD62L- monocyte Absolute Count,20,0.746487869584953,0.978772201123906,3,0.44493327998615,0.863275701133049
Cardiac conduction disorders,ebi-a-GCST90002040,CD80 on granulocyte,33,0.747964610932192,0.978772201123906,3,0.476383054001211,0.878919494768191
Cardiac conduction disorders,ebi-a-GCST90001610,CD4+ CD8dim T cell %lymphocyte,19,0.749305449093854,0.978772201123906,2,0.940861110944263,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001892,CD28 on CD39+ CD4+ T cell,17,0.750603092825008,0.978772201123906,6,0.782598771638351,0.987772535434594
Cardiac conduction disorders,ebi-a-GCST90001716,BAFF-R on naive-mature B cell,23,0.751351695047993,0.978772201123906,10,0.950802389825674,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90001719,BAFF-R on IgD+ B cell,24,0.754377599206543,0.978772201123906,10,0.925134343661908,0.996639138617528
Cardiac conduction disorders,ebi-a-GCST90002072,SSC-A on plasmacytoid Dendritic Cell,26,0.755802412114134,0.978772201123906,5,0.733852438344664,0.987772535434594
